Job Title,Job Description
Backend Developer,"Full stack developers build the front-end and back-end design of websites and software applications. They create design plans for the user-facing side of applications, which controls look, feel, and function. They also structure the back part of an application, which manages program logic and server database interaction. Full stack developers are trained to understand what is going on between these two interfaces and possess the variety of software skills needed to work on both.People with a strong desire to learn a multitude of technologies and programming languages with a can-do attitude will thrive in this role. Full stack developers are problem-solvers who work in a fast-paced, collaborative office environment alongside other engineers and developers.
Full Stack Developer Skills and Expertise
 Bachelors Degree in Computer Science.
 Fluent in Frontend Languages HTML, CSS, JAVASCRIPT, jQuery, BOOTSTRAP, SEMANTIC
UI, REACT, ANGULAR, LARAVAL.
 Strong Knowledge Backend Languages PHP, NODE.JS, JAVA, C#, PYTHON
 Database MySQL, MongoDB, PostgreSQL, MS SQL.
 Experience in AWS and Google Cloud Platform.
 Working experience as a Full Stack Developer.
 Experience working with server technologies including Apache, ISS, Node.js, Nginx.
 Experience in API design and development.
 Experience with AJAX.
 Strong knowledge of data structures, system design and algorithms.
 Excellent written and verbal communication skills, with a strong attention to detail and a
head for problem solving.
 Skilled at working in tandem with a team, or unsupervised as required.
Full Stack Developer Responsibilities:
 Concepting, creating and building websites alongside our graphic design team, including
taking designer wireframes and magically turning them into effective code.
 Working through the website development lifecycle to launch.
 Designing user-based interactions through effective front-end architecture.
 Developing functional databases, applications and servers to support our websites on the
back end.
 Coding for various platforms to ensure functionality across multiple channels.
 Leading and developing best practices for Full Stack Developer team.
 Developing and designing RESTful services and APIs.
 Determining application responsiveness for consumers.
 Ensuring company mandate is effectively addressed in technical and developmental
aspects.
 Managing database administration and hosting duties.
 Troubleshooting issues and problem solving as necessary.
 Keeping current with industry trends and developments that can be applied to company needs."
Wordpress Developer,"Greetings from Elsner Technologies Pvt.Ltd. !
We are looking for a WordPress Developer.
Experience - 1 year
Location - Ahmedabad
5 Days working
Job Description:-
We are seeking a WordPress Developer responsible for both back-end and front-end development, including creating WordPress themes and plugins.
This position requires a combination of programming skills (namely PHP, HTML5, CSS3, and JavaScript) and aesthetics (understanding element arrangements on the screen, the color and font choices, and so on).
The candidate should have a strong understanding of industry trends and content management systems.
Experience with responsive and adaptive design is strongly preferred. Also, an understanding of the entire web development process, including design, development, and deployment is preferred.
If you have any query please contact us on this No.9099916499 (Whatsapp)
About Company
Elsner is a full-fledged IT service driven company providing precision Web Development and Mobile Development services which ultimately results in the development of state-of-the-art Software Development solutions to our customers.
Company name - Elsner Technologies Pvt. Ltd.
Location - Shivranjani Cross Road, Satellite, Ahmedabad
Established - 2007
Employees - 160+
Contact no. - 9099916499(HR)
Email - career@elsner.com
Website - elsner.com
5 Days working"
Java Developer,"Altus Engineering is seeking a Full Stack Web Developer to support our DoD team working on highly visible projects utilizing leading edge technologies. Altus Engineering is a nationally recognized small business. We have an established reputation for providing sophisticated solutions for our National Defense community. If you enjoy intellectually challenging projects, love to code, and enjoy brainstorming with like-minded developers who are part of a highly skilled software development team then Altus may be for you. In this job you will: * Develop new web based applications and extend functionality of existing tools * Use Java, JavaScript, HTML, CSS, and SQL to create, extend, and maintain custom internal- and external-facing tools and applications * Test code, features, business rules, and integrations * Troubleshoot and fix website, application, and user support issues. * Work closely with Project Manager, customers, and other staff members to collect requirements, estimate work, and ensure that tasks are deployed according to schedule * Design and envision new web-based systems in response to customer technical requirements We are looking for a developer who: * Loves to code, works hard to stay current, is excited by new technology, and enjoys discussing new ideas and brainstorming * Is a well-rounded developer with experience in different technologies * Has heavy application development experience * Can work both independently and in small collaborative teams * Can drive complex projects * Enjoys intellectually challenging tasks * Appreciates the flexibility and benefits of a small company Additional Requirements: U.S. Citizenship and capability to obtain security clearance. Required Skills: * 5 years of professional web/software development experience * Java * HTML/CSS * SQL Queries with an emphasis on large datasets * JavaScript * Version Control (Subversion/Git) * BS or MS in Computer Science, Engineering, Math or equivalent work experience In addition to these skills, we also desire a candidate who has experience with the following: * Java Persistence API (JPA) * JavaServer Faces (JSF) * Oracle / Oracle Weblogic Altus offers competitive salaries and employee benefits. Salary will be dependent on experience and will reflect education, work experience, and demonstrated skills. Benefits: * Paid Time Off and Holidays * Every other Friday off work schedule * Medical, Dental, Vision * 401(k) plan with company match * Life insurance, AD&D * Short- and Long-term disability insurance * Long term care insurance We look forward to your application! Job Type: Full-time Pay: $50.00 - $65.00 per hour Benefits: * 401(k) * 401(k) matching * Dental insurance * Disability insurance * Flexible schedule * Flexible spending account * Health insurance * Life insurance * Paid time off * Vision insurance Schedule: * 8 hour shift * Monday to Friday COVID-19 considerations: We are offering maximum flexibility on work location whenever possible during this time. Experience: * software development: 5 years (Preferred) * Java: 3 years (Preferred) Work authorization: * United States (Preferred) Visa Sponsorship Potentially Available: * No: Not providing sponsorship for this job This Job Is: * A job for which military experienced candidates are encouraged to apply Company's website: * altus-engineering.com Work Remotely: * Temporarily due to COVID-19"
Database Administrator,project manager computershare global market leader transfer agency share registration employee equity plan mortgage servicing proxy solicitation stakeholder communication also specialize corporate trust bankruptcy class action utility administration range diversified financial governance service founded 1978 computershare renowned expertise high integrity data management high volume transaction processing reconciliation payment stakeholder engagement many world leading organization partner u streamline maximize value relationship investor employee creditor customer computershare represented major global financial market ha 16000 employee worldwide key delivering exceptional value outcome career opportunity span many business unit including computershare loan service kurtzman carson consultant join growing team financial service professional ! job summary work closely team sql & oracle dba design implementation support enterprise standard database based business requirement drive implementation new technology stabilization security strategy install support new software tool plus responsible various database activity includes monitoring tuning capacity troubleshooting consulting position responsibility & essential function performance tuning capacity planning complete request research inquiry customer integration acquisition ct platform stack database migration recent version documentation standardization participate on-call rotation duty task assigned management information description ha designed indicate general nature level work performed employee within classification designed contain interpreted comprehensive inventory duty responsibility qualification required employee assigned job qualification perform job successfully individual must able perform essential duty satisfactorily requirement listed representative knowledge skill and/or ability required reasonable accommodation may made enable individual disability perform essential function skill required effective communication skill verbally written ability work independently fast-paced environment ability work complex issue pc literate knowledge microsoft office product tsql coding debugging performance tuning knowledge sql server component ssis ssa ssrs experience high availability solution limited always availability group database mirroring preferred advanced use office internet information source application experience virtualized environment knowledge experience window powershell experience disaster recovery knowledge sql server dmv way correlate data diagnose issue basic understanding network topology san technology general understanding active directory e-mail collaboration web monitoring management database storage load balancing netbios vpn backup data replication concept change management concept project planning education experience required bachelor 's degree b four-year college university ; two four year related experience and/or training ; equivalent combination education experience minimum 3 year related experience experience supporting administering large scale enterprise level software system travel required expected position may include travel 10 time subject change based many factor including business need language ability ability read/analyse/interpret business periodicals/ journals/technical procedures/gov regulation ; write reports/business correspondence/procedure manual ; effectively present information/respond question managers/clients/customers/public mathematical ability ability calculate figure amount discount interest commission proportion percentage area circumference volume ability apply concept basic algebra geometry work environment work environment characteristic described representative employee encounter performing essential function job reasonable accommodation may made enable individual disability perform essential function noise level environment moderate physical requirement physical demand described representative must met employee successfully perform essential function job reasonable accommodation may made enable individual disability perform essential function performing duty job employee regularly required talk hear employee frequently required sit stand walk reach hand arm use hand finger handle feel employee may occasionally reason lift 10 pound vision requirement include close distant vision computershare equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex sexual orientation gender identity expression national ethnic origin age disability protected veteran status characteristic protected applicable law job specification construed imply requirement exclusive standard position incumbent follow instruction perform related duty may required business need communicated supervisor
Full Stack Developer,seagate technology looking sr full stack web developer join team cupertino ca role working closely team highly skilled software engineer product manager building cutting edge customer facing web application participating early technology research product development actively contributing knowledge web development technique technology diverse platform qualifications/skills 5+ year ' commercial web application development experience expert level proficiency nodejs object oriented programming javascript responsive wed design web fundamental html javsscript cs server network hosting environment aws knowledge one modern javascript framework reactjs angularjs experience bower gulp similar framework development testing experience working ui framework bootstrap experience source control system git solid knowledge web communication architecture i.e rest/rpc/ajax database technology postgresql strong attention detail highly organized ability work well fast-paced professional office environment b 8-10 year experience prefer 5-7 year experience culture focused corporate value -people customer success excellence innovation teamwork openness social responsibility sustained profitability join worldwide team talented collaborative innovative people thrive work environment people share knowledge learn one another find exciting place build career challenge accept challenge go innovation leadsjoin seagate apply ! seagate technology committed equal opportunity employment welcome application section community irrespective sex marital status religious affiliation age disability veteran status ethnic origin job family engineering professional
Full Stack Developer,company description quartet pioneering technology company connecting physical mental care improve people health quality life building collaborative technology platform brings together physician mental health provider insurance company effectively improve patient outcome drive healthcare cost data-driven platform identifies high-need patient facilitates access personalized care backed $ 92mm venture funding top investor like gv formerly google venture oak hc/ft quartet headquartered nyc currently operating several market across u - pennsylvania massachusetts louisiana washington northern california new jersey role description quartet looking full stack engineer want build product help patient improve life mental healthcare part cross-functional team full-stack engineer product manager designer focused complex engineering challenge unique healthcare industry full stack engineer ha hands-on role developing api- driven web application 4 year passion collaboration stem ceaseless desire learn team member discipline experience react node.js made mark career always looking opportunity broaden technical skill set love finding simple elegant solution complicated problem responsibility quartet develop responsive product feature javascript client server side contribute code base help ensure coding standard pattern observed code review pair programming collaborate devops team build scale tools/libraries streamlining developer workflow improving developer experience feel inspired refactor implement change develop process improve everyone workflow benefit perk medical dental vision life insurance enhanced mental health benefit paid membership one medical pre-tax health transit dependent care flexible spending account fee-free 401 k program unlimited vacation sick leave competitive family leave policy amazing office stocked kitchen family room weekly team lunch regular company gathering working talented mission-driven mind industry !
Full Stack Developer,premiere ad-tech company new york city hiring full stack engineer join team focused internet thing connected device division ! leading innovation digital home industry mission connect screen world create reactive dynamic engaging on-the-fly marketing experience building backbone tech power internet-connected device type hardware part skilled team able make immediate impact shape core technology effort work highly visible instrumental success system ! required skill & experience full stack experience python/golang + javascript framework plus expertise web framework / web technology / web development familiarity linux http + websocket comprehension desired skill & experience aws amazon web service flask sqlalchemy browser tech like v8 webkit compositing etc built desktop application using native framework offer competitive salary $ 150k doe receive following benefit medical insurance & health saving account hsa 401 k paid sick time leave pre-tax commuter benefit applicant must currently authorized work united state full-time basis future position doe offer sponsorship workbridge associate part motion recruitment network provides staffing solution contract contract-to-hire direct hire across 11 major north american market unique expertise today highest demand tech skill set paired deep network knowledge local technology market result exemplary track record candidate client
Software Engineer,"Nokia is a global leader in the technologies that connect people and things. With state-of-the-art software, hardware and services for any type of network, Nokia is uniquely positioned to help communication service providers, governments, and large enterprises deliver on the promise of 5G, the Cloud and the Internet of Things.
Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly transform the way people and things communicate and connect.
Nokia is an equal opportunity employer that is commited to diversity and inclusion.
At Nokia, employment decisions are made regardless of race, color, national or ethnic origin, religion, gender, sexual orientation, gender identity or expression, age, marital status, disability, protected veteran status or other characteristics protected by law.
JD:
Design, implement and maintain Light data analytics
eco system based
on open source components such as Elasticsearch, Logstash, Fluentd
and Kibana using agile methodology.
Expertise
in one
or more programming/scripting env. like Java/J2EE, Python.
Expertise
in functional testing and automation using Radish framework.
Exposure
to DevOps Experience of development in a Jenkins based environment
Expertise
in container management environment such as K8S. Experience with
dockers, HELM charts
Desirable
to have demonstrated open source contributions/penchant for open source
contributions, awareness on licensing, security & compliance
aspects.
Job
also involves carrying out functional & system tests, software
validation/reviews and technical support during platform deployment
& product integrations.
Good
debugging and Analytical Skills are needed.
Excellent
communication skills, both verbal & written desired.
Design, implement & maintain Fault and
Performance management systems based on open source components using agile
methodology.
Expertise
in one
or more programming/scripting env. like Java/J2EE, Python.
Expertise
in functional testing and automation using Radish framework.
Exposure
to DevOps Experience of development in a Jenkins based environment
Expertise
in container management environment such as K8S. Experience with
dockers, HELM charts
Desirable
to have demonstrated open source contributions/penchant for open source
contributions, awareness on licensing, security & compliance
aspects.
Job
also involves carrying out functional & system tests, software
validation/reviews and technical support during platform deployment
& product integrations.
Good
debugging and Analytical Skills are needed.
Excellent
communication skills, both verbal & written desired.
Apply now."
Java Developer,"\*WORKING REMOTELY IS NOT ACCEPTED*
\*WE ARE LOCATED IN FORT LAUDERDALE, FLORIDA AND THIS IS AN IN-HOUSE POSITION. *
Fast paced internet sales-based company needs an experienced PHP developer. We are looking for an ambitious and self-driven developer specializing in PHP and familiar with the Laravel framework to join our in-house team. You will be responsible for managing back-end services and the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.
RESPONSIBILITIES*
 Integration of user-facing elements developed by front-end developers
 Build efficient, testable, and reusable PHP modules
 Integrating API connections with external SAAS systems including web-hooks.
 Solve complex performance problems and architectural challenges
 Integration of data storage solutions
SKILLS AND QUALIFICATIONS*
 Strong knowledge of PHP web frameworks, especially Laravel.
 Understanding the fully synchronous behavior of PHP
 Proficient understanding of code versioning tools, such as Gitlab
 Understanding of MVC design patterns
 Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
 Knowledge of object-oriented PHP programming
 Understanding of Blade templating and Vue
 Strong knowledge of the common PHP or web server exploits and their solutions
 Understanding fundamental design principles behind a scalable application
 User authentication and authorization between multiple systems, servers, and environments
 Integration of multiple data sources and databases into one system
 Familiarity with limitations of PHP as a platform and its workarounds
 Creating database schemas that represent and support business processes
 Familiarity with SQL/NoSQL databases and their declarative query languages
NICE TO HAVE*
(Vue - Blade - Node.js Composer Symphony Terraform - Docker - AWS knowledge)
PAY *
$40 - $60 per hour (Approx. $83,000 to $125,000 in salary) Based on Experience
Job Type: Contract
Pay: $40.00 - $60.00 per hour
Schedule:
8 hour shift
Monday to Friday
Ability to Commute/Relocate:
Fort Lauderdale, FL 33309 (Required)
Experience:
PHP: 5 years (Required)
Laravel: 4 years (Required)
Work Location:
One location
Company's website:
topdawg.com
Work Remotely:
No"
Database Administrator,world leader testing inspection & certification service bureau veritas offer dynamic exciting employment opportunity attractive salary/benefit package opportunity play vital role global organization would enjoy working dynamic environment looking opportunity become part stellar team professional invite apply online today bureau veritas equal opportunity employer recruit hire train promote person job classification without regard race color religion sex national origin disability age marital status citizen status sexual orientation genetics status protected veteran non-job-related characteristic position responsible ensure equal opportunity employment person treated equally basis merit decision regarding selection placement promotion training work assignment transfer personnel action city houston state texas database administrator primary responsibility acquire apply intermediate knowledge database design management including modeling creation maintenance database object apply in-depth understanding database tool utility least one dbms platform well highly developed sql database performance tuning skill perform evaluation modification integration function associated vendor supplied database software ensure business continuity developing implementing highly available database system database recovery plan procedure liaise database software vendor external technical support issue serf resource le experienced team member escalated issue routine nature minimum requirement bachelor 's degree equivalent work experience 3+ year relevant database design administration and/or systems/development life cycle experience experience technical programming language and/or database design database management system experience working traditional rdbms experience writing automating database maintenance process monitoring experience providing appropriate database performance tuning support regard storage i/o bufferpools query access plan assessment creation required database structure including index experience providing project database consulting oversight complex project including physical design query analysis database implementation preferred experience working oracle individual disability would like u assist searching career page site employment opportunity and/or assistance completing profile application please contact u 1-888-357-7020 email u request usinfor @ us.bureauveritas.com happy assist encourage consider bureau veritas next great career opportunity ! would like additional information regarding bureau veritas ' federal obligation regard equal employment opportunity please click link http //www1.eeoc.gov/employers/upload/eeoc_self_print_poster.pdf
Full Stack Developer,mashgin built self-checkout kiosk us computer vision scan multiple item without barcodes reducing checkout time 10x completely recreating checkout experience industry little innovation decade going combinator 2015 mashgin ha raised $ 10m+ investor like matrix partner kpcb venrock raised series round ready scale looking full-stack developer help u build software run kiosk power extensive infrastructure behind addition building traditional web stack work code interface hardware visual component making sure kiosk extra reliable user experience amazing specialized position - believe end-to-end ownership project contributing many different part codebase multiple language 'll ... working small interdisciplinary team hardware software design build new version product scratch building new feature dreaming new architecture solve problem rethinking recreating existing codebases scale improving maintaining code already production minimum qualification b.s higher computer science equivalent work experience excellent knowledge one language python node.js c++ go c java comfortable learning new language library framework solution call experience building production-ready code used regularly lot people preferred qualification experience fast-paced work environment shipping quality code quickly iterating comfortable deploying managing cloud infrastructure good knowledge algorithm data structure strong proficiency sql database tech offer opportunity work small multidisciplinary team potential break new ground many different industry location minute walk san antonio caltrain station mountain view across street san antonio shopping center food free meal snack office excellent health dental insurance flexible pto policy competitive salary option small rapidly scaling company
iOS Developer,"React native application developer, proficient in coding debugging & unit testing.
Good understanding of android ios web design guidelines, SDK and excellent javascript skills.
Minimum 2 years experience in react native development.
Knowledge in Hooks, npm or yarn, git, vs code.
Concepts of native bridging and native modules in react native
Solid at working with third-party component and debugging dependency conflicts
Experience in native development for ios and android.
Understanding of rest APIs, the document request model, and offline storage.
Excellent communication skills, and good team player.
Job Type: Full-time
Salary: 18,000.00 - 40,000.00 per month
Experience:
total work: 1 year (Preferred)
Work Remotely:
Temporarily due to COVID-19"
PHP Developer,"REQUIREMENTS
Framework: Laravel
Excellent working knowledge of Web application development
Advance coding Skills in PHP, HTML, CSS, JavaScript, and scripting languages desirable
Excellent working knowledge of MySQL database
Good understanding of database performance tuning and SQL/NoSQL databases query
Experience in both Front End / Back End Development
Good Knowledge and understanding of Web services: PAYMENT GATEWAY & OTHER API INTEGRATION -
Good communication and working knowledge in agile software development methodology
Experience designing and developing responsive design websites
Knowledge in Python and Node.JS is a plus would be an added advantage.
Key Skills : HTML4/5, CSS3, PHP, Apache, MySQL, Laravel, Bootstrap, jQuery, JavaScript, AJAX etc
Experience : 0 2 Years
Job Type: Full-time
Salary: 11,001.00 - 42,631.00 per month
Experience:
PHP: 1 year (Preferred)
Laravel: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
Java Developer,"Overview:
The New Products- Software Developer is responsible for design, development, packaging and maintenance of application code on the Online Deposits project (Online Digital Banking products). The Developer is also responsible for the quality of the application code and adheres to the relevant coding standards and established patterns. The Developer will provide with the technical expertise on the design and construction of new modules as well as the use of appropriate development tools; by interacting with peer developers, business analysts, architects and other development teams.
Responsibilities:
JOB DUTIES
Work with application architects to understand functional and non-functional (technical) requirements and translate into code design
Document, design, develop, test and debug code according to requirements
Package and deploy code onto Development, SIT and pre-production environments
Work with GMF internal systems and 3rd party vendor teams to understand and implement technical interfaces
Work with business and analysts' teams to understand and support the mapping of systems flows and data requirements
Participates and supports the defect resolution process by fixing the defects in a timely fashion
Serve as the technical expert in the design and development of application modules and shared code libraries
Advice 3rd party teams on the GMF standards including security, coding and application design patterns
Assist project teams and application architects in estimating development time and effort
Participate in proof of concepts to define direction on application form and function
Effectively and consistently, communicate status of assignments and deliverables to project team members & stakeholders
Clearly articulate dependencies and escalate risks and issues promptly
Contribute to issue resolution activities
Perform other duties as assigned
Conform with all company policies and procedures
REPORTING RELATIONSHIP
Enterprise Software Development Manager
Qualifications:
Knowledge
Spanish is would be an additional advantage
Expert in the software development and lifecycle processes
Understanding of key business functions and processes
Knowledge of standards and patterns in GMF IT
Understanding of GMFs Information Security Policies and Procedures how they fit within application development
Provide recommendations by applying business knowledge, analytical skills and problem-solving skills
Desire for continuous improvement and high quality
Need to be self-organized, results-oriented, self-motivated, collaborative, enthusiastic and proactive
Skills
Influential communication skills for technical and non-technical audiences; written and verbal
Skilled with collaborative design and development
Ability to establish and maintain positive relationships with leadership, IT, vendors and business team members while conveying a positive, customer focused and service-oriented attitude
Ability to multi-task, meet expected delivery dates and perform effectively in a fast paced, high energy, team-oriented environment with calm and minimal supervision
Ability to hold themselves accountable and drive accountability of supporting teams
Additional Knowledge Skills and Abilities
Design patterns
Service Oriented Architecture (SOA)
Ability to meet expected delivery dates and tasks necessary to meet objectives
Experience with Object Oriented Programming including Java , J2EE
Understanding of Web Service Protocols REST and SOAP
Understanding of APIs and API design including Authentication protocols such as SAML, OAuth, JWT etc
Experience in web technologies, such as Angular JS, JavaScript, CSS, HTML5, XML,XSLT, JavaScript, JSON, and/or Ajax
Good Understanding of Distributed Systems, Databases, Data Processing, Streaming data
Good understanding of working in a SaaS model including hands-on experience on working on COTS products development
Understanding of Queues -JMS, Websphere MQ, Active MQ
Experience with databases and query languages SQL, MySQL
Security: Exposure to TLS, SSL, Encryption, Decryption, public/private keys & SFTP/FTPs
Testing: Experience in automated testing including unit and functional testing using Java, JUnit, JSUnit, Selenium
IDE: Experience with one or more :Ecilipse, jDeveloper, Visual Studio
MiddleWare : Oracle SOA,TIBCO BW
DevOps, CI/CD : Azure DevOps, Maven, Jenkins
Cloud Technologies- Azure preferable but any other cloud experience is preferred as well
Version Control: TFS, Azure DevOps, Git
Experience in one or more methodologies: Waterfall and/or Agile
Experience with Banking Platforms (Temenos, FIS or others) preferable
Application Servers: JBoss preferable but WebLogic, Websphere or TomCat can be of an advantage
Education
Bachelors Degree or equivalent military or work experience required
Experience
5-7 years in software development required
Working Conditions
Subject to stressful situations
Travel may be required to support business needs
Possibility of working long hours including weekends/holidays, occasional overtime may be required
#LI-EM"
Network Administrator,"Experience in Cisco Wireless Products: Mandatory WLC: 9800, 5500, 3500 Access Points: Catalyst 9100/9120, Aironet 4800/3800/3800 Wireless and Security technologies Mandatory (802.11a/b/g/n/ac/ax, CAPWAP, WPA/WPA2/WPA3, wireless roaming)
Exp: 6 Yrs
Understanding of Routing/Switching
Understanding of Cisco ISE, Cisco SDA and DNA highly preferred
Certifications: (CWNA, CWDP, CWSP, wireless CCNP, CCIE)
Location: Mumbai"
JavaScript Developer,"Requisition ID: 270442
Work Area: Software-Design and Development
Expected Travel: 0 - 10%
Career Status: Professional
Employment Type: Regular Full Time
COMPANY DESCRIPTION
SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. Thats why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.
SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because its the best-run businesses that make the world run better and improve peoples lives.
JOB TITLE
Developer - Java/JavaScript/Spring Boot/NodeJS (CX -Retail)
ROLE
Responsible for development focusing on design, coding, testing, quality assurance of complex product features in a development team.
Resolves complex issues within own area of expertise and supports others in resolving issues.
Shows initiative and drives topics to resolution in a high level of quality, speed, reliability and efficiency.
Constantly improves own work methods to gain state-of-the-art agile software engineering skills and enhances skills beyond own core functional focus and works on other tasks for the benefit of the team.
Has advanced overall product and technical knowledge and shares expertise within and across organization
You will have an opportunity to understand the complete CRM Sales Cycle by collaborating within and outside the team and will need to directly interact with internal and external customers
Perform product design, modeling, implementation, and testing
Work in accordance with agile development models (Scrum, Agile)
Collaboarate with Product Management and UX Designers to translate customer requests into useful product functionality
EXPERIENCE
3-7 years of total experience
BE/BTech/MCA/MTech degree in Computer Science or equivalent
Excellent software development skills in one or more of the following languages: Java/JavaScript.
Experience in Spring Boot / NodeJS frameworks would be preferred
Has experience designing, building and delivering Services in a Continuous Delivery environment
Has experience in building scalable UIs using Angular/UI5
Has strong experience in agile methodologies (SCRUM / Kanban)
Understands REST API/gRPC with strong working knowledge on REST API
Working knowledge of Kafka, Elasticsearch, AWS, Kubernetes, Mongo would be an added advantage
ABOUT THE TEAM
We in CX -Retail Execution provide appealing products combining software, configuration, and customizing tools with a rich user experience, integrating emerging trends such as the use of Social Media and mobile devices for interaction with consumers.
#SOF2020
WHAT YOU GET FROM US
Success is what you make it. At SAP, we help you make it your own. A career at SAP can open many doors for you. If youre searching for a company thats dedicated to your ideas and individual growth, recognizes you for your unique contributions, fills you with a strong sense of purpose, and provides a fun, flexible and inclusive work environment apply now.
SAP'S DIVERSITY COMMITMENT
To harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.
SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com).
Successful candidates might be required to undergo a background verification with an external vendor.
Additional Locations:"
Wordpress Developer,"We are seeking a WordPress Developer responsible for both back-end and front-end development, creating WordPress themes and plugins, implementing new core WordPress features, review and enhancement of existing theme / plugin code and integration of WordPress with existing web applications.
Desired Experience and Skills
1 Should have minimum 6 months 2 year experience with Wordpress development.
2 Working knowledge of Core PHP, MySQL, HTML5, CSS3, Javascript, JQuery.
3Knowledge of how to interact with RESTful APIs and formats (JSON, XML)
4 Efficiency in wordpress backend customization
5Knowledge of hooks & filter in wordpress
6Object oriented programming using PHP is a plus.
7 Problem solving skills.
8Self motivated.
9 Ability to meet the timeline.
10 Able to work independently or in a team, in a fast paced environment.
11 Must have good communication skills."
Network Administrator,"Responsibilities (not exhaustive)
Install and configure software and hardware
Manage network servers and technology tools
Set up accounts and workstations
Monitor performance and maintain systems according to requirements
Troubleshoot issues and outages
Ensure security through access controls, backups and firewalls
Upgrade systems with new releases and models
Develop expertise to train staff on new technologies
Build an internal wiki with technical documentation, manuals and IT policies
Maintain all local software and hardware licensing to ensure conformance.
Support determination of local and customer needs for yearly budgeting process and request for proposal processes.
Education / Skill Set
Any B.Tech / BE graduate
Minimum 3+ years of experience into IT system administration
A working knowledge of IT operating systems, particularly Windows, IOS
Hands on experience of installing IT hardware and software
Strong communication skills
Abilities and Traits
Proven experience as a System Administrator, Network Administrator or similar role
Experience with databases, networks (LAN, WAN) and patch management
Experience with Firewall management
Handling LAN / WAN networks an coordinating with ISPs
Working with vendors for purchasing / renting laptops and desktops.
Knowledge of system security (e.g. intrusion detection systems) and data backup/recovery
Familiarity with various operating systems and platforms
Resourcefulness and problem-solving aptitude
Job Type: Full-time
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
JavaScript Developer,"Good understanding of Android design guidelines, SDK and excellent JavaScript skills.
Hands on experience with Hybrid development - React Native, JSX, Redux, Javascript.
Good to have experience with ReactJS, NodeJS, NoSQL, Hybrid development.
Building reusable components and libraries for future use.
Optimization of the application for maximum speed and scalability.
Out of the box thinker, team player, ruthless executor.
Excellent eye for detail, ability to code designs to the do Love for coding, with the ability to intuitively pick up and use any new language/ protocol/ framework
What You Need for this Position
You should have knowledge of:
JavaScript
SDK (D3.JS)
Aditional
No. of Positions
Education level
Career level
Experienced"
Backend Developer,"Experience in Need rest, PHP, Aws or Google cloud.
Knowledge of MY sql, PHP framework and angular is a plus.
Experience - 1.5 to 3 years
Qualification - BE / B. Tech/BSC/MCA/BCA
Location - Pune
Salary - Upto 45000/- per month
12 months contractual bond
Contract length: 12 months
Job Types: Full-time, Contract
Salary: Up to 45,000.00 per month
Schedule:
Flexible shift
Experience:
API's like REST and SOAP: 2 years (Preferred)
PHP, Aws or Google cloud: 2 years (Preferred)
Education:
Bachelor's (Preferred)"
Django Developer,"Python Developer
Location: Remote (Direct US client)
6- 8 Years of core development experience,
5-6 Years of hands on experience in python development on a Linux platform
Familiar with any one of the web frameworks (cherrypy, flask, Django)
Experience in Devops codify pipeline or any other
Exposure to static code analysis & code review using checkMarx or any other.
Level 1 or level 2 support experience in various domains like banking, healthcare
Job Type: Full-time
Salary: 80,000.00 - 100,000.00 per month
Schedule:
Flexible shift
Monday to Friday
Supplemental Pay:
Shift allowance
Experience:
AWS or Azure: 3 years (Required)
Python: 4 years (Required)
Benefits:
Health insurance
Provident fund (PF)
Paid leaves / Leave encashment
Industry:
Software Development
Work Remotely:
Yes"
