Job Title,Job Description
Wordpress Developer,"Good Knowledge of the e-commerce business model and functionalities.
Hands-on knowledge in Wordpress, woocommerce
Knowledge in Paypal /Authorized.net / Razorpay / Stripe Integration
Ability to change or modify the WP plugin
API Integration
Knowledge in PHP/MySQL, Javascript / Jquery, HTML, CSS
Knowledge in Advanced Custom Fields, Custom Post Types, WP Query
Wordpress Security
Expertise in Woocomerce Plugins, theme development, custom extensions, customizing WordPress modules and Integration
Expected Start Date: 2/11/2020
Job Type: Full-time
Salary: 15,000.00 - 20,000.00 per month
Schedule:
Morning shift
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
wordpress: 1 year (Required)
woocommerce: 1 year (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Machine Learning,"Department: Development
Location: Noida
Experience: 1 - 2 years
Joining Time: Immediate
The ideal candidate should have experience in the latest techniques in Artificial Intelligence, Natural Language Processing, Machine Learning (including Deep Learning approaches). Experiences in real-time collaboration is a plus.
Responsibilities
Use NLP and ML techniques to bring order to unstructured data.
Experience in extracting a signal from noise in large unstructured datasets a plus.
Work within the Engineering Team to design, code, train, test, deploy and iterate on enterprise-scale machine learning systems.
Work alongside an excellent, cross-functional team across Engineering, Product, and Design.
Required Skills
Experience in applying machine learning techniques, Natural Language Processing or Computer Vision.
Strong analytical and problem-solving skills.
Solid software engineering skills across multiple languages including but not limited to Java or Python, CC++.
Problem solver: able to work independently, and be comfortable with deadlines and milestones.
Deep understanding of ML techniques such as classification, clustering, deep learning, optimization methods, supervised and unsupervised techniques.
Good communication skills and an easy-going attitude.
Proven ability to apply, debug, and develop machine learning models for real-world applications.
Previous industry work experience required.
Experience building applications for the enterprise customer."
Machine Learning,"About the company:
I am a data scientist, machine learning engineer, AI developer, and entrepreneur who is experienced in various AI and automation platforms. Building innovative solutions is my primary goal.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Develop state of the art algorithms in the fields of computer vision and deep learning 2. Prepare custom neural network architecture and train deep learning networks 3. Use and retrain pre-trained networks to perform AI tasks in real time 4. Make advanced image processing pipelines to derive insights for on road vehicles 5. Design custom AV deep learning architectures for specific use cases 6. Integrate AI solutions with real time applications and deploy them online 7. Work on rapid prototyping in diversified AI applications 8. Work on independent research and analysis for AI related case studies and latest work 9. Adopt a flexible approach to complete workload to ensure delivery within agreed timeframes 10. Own the end-to-end delivery of features by using the latest architecture, design patterns, and write secure and performant code 11. Prototype new features and redesign features
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 7th Dec'20 and 11th Jan'21
are available for duration of 3 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Other requirements:
Experience with 3rd party libraries and APIs Strong technical troubleshooting, diagnosing, and problem-solving skills Familiarity with deep learning architectures such as convolutional neural networks [VGG16, ResNet, DenseNet], autoencoders, generative adversarial networks, etc. A self-driving car and nano degree from Udacity, or similar certifications Familiarity with the Linux development environment and shell scripting Knowledge of robot operating system (ROS), managing software packages, and writing ROS nodes Understanding of 360-degree architecture for self-driving car software
Number of internships/jobs available: 2
Categories: Artificial Intelligence (AI),Computer Vision,Machine Learning,Computer Science,Engineering,Data Science"
Backend Developer,"Dear Candidates,
Greetings from Tresbien HR Consultants !
Hiring Backend Developer
Location-Hyderabad
Experience - Min 3+yrs of experience with an overall experience of 2+ yrs in microservices based backend development with java springboot
Qualification- IT Graduate\BCA\MCA B.Tech/B.E. in Any Specialization, BCA in Computers, B.Sc in Any Specialization
Job Description-
Knowledge of web development frameworks available for it ( such as Spring).
Deep knowledge of HTTP and REST.
Knowledge of Advanced SQL concepts.
Strong OOPs fundamentals, MySQL, MongoDB, client-server architecture understanding.
Experience with source version control systems (GIT or BitBucket).
Understanding Web accessibility and security compliance.
Understanding fundamental design principles behind a scalable application.
Knowledge of Testing framework such as Jest, Jasmine, Mocha, chai, etc.
Knowledge of kafka.
Angular (2.x +) (Preferred)
NodeJs (Preferred)
Knowledge in other Frontend development is preferred
GIT or any Source version control systems
Roles and Responsibilities
Development of microservice based backend applications/modules.
Understand requirements and map to technical implementation.
Design and implementation of low-latency, high-availability, and performance applications.
Designing and building a highly scalable system from the ground up that can support high amounts of concurrent users interacting on the platform.
Developing and delivering well architected, elegant web services.
Integration of user-facing elements developed by front-end developers with server side logic.
Integration of multiple data sources and databases into one system.
Performing system analysis, code modifications, and functional testing to troubleshoot application production issues.
Participating in all aspects of agile software development -- design, implementation, and deployment.
Immediate joinees OR with notice period less than 1 months are preferred
Experience-
Working Co-
Current CTC -
Expected CTC-
Notice Period-
Email-
Contact\Alt No-
Qualification-
Residence-
Note-
Thanks & Regards
Sweta A
HR Recruitments
Tresbien HR Consultancy
Vileparle-Mumbai
Mobile- 836 920 1494
Job Type: Full-time
Salary: Up to 560,000.00 per year
Schedule:
Day shift
Experience:
total work: 3 years (Required)
Microservices JAVA Springboot: 2 years (Required)
Education:
Bachelor's (Required)
Language:
Angular 2x, Node JS, Jasmine, Mocha, Chai, Kafka (Required)
JAVA, Springboot, HTTP, REST, SQL,MYSQL, MongoDB,GIT, (Required)
Work Remotely:
Temporarily due to COVID-19"
Database Administrator,purpose manage microsoft sql mysql oracle server related system ; develop maintain database driven solution used system administration ; administer department 's process automated system administration task essential function install administer microsoft sql oracle mysql database used system administration team ; assist administration troubleshooting solution rely database ; assist development in-house database administer scheduled task server used system administration team ; develop coordinate new automated task needed ; develop maintain related sql server integration service package required develop maintain web application used technical staff manage resource data stored microsoft sql oracle mysql database assist development web application used system administration team direct management resource computer system active directory object assist installation configuration daily administration troubleshooting database related service ; assist periodic deployment database dependent application department 's application developer team assist general administration server maintained system management team marginal/incidental function related function assigned required qualification least one year experience administering window server experience maintaining sql database experience writing application script computer system management good interpersonal communication interaction equivalent combination relevant education experience may substituted appropriate preferred qualification least three year ' experience administering environment multiple window server experience administering microsoft sql cluster experience automating system administration task using powershell experience developing application script active directory management experience working asp.net application ability work independently little supervision ability coordinate work member team ability perform task attention detail discretion sensitive information working condition may work around standard office condition may work around electrical mechanical hazard repetitive use keyboard workstation use manual dexterity lifting moving lifting moving occasional box cable server computer similar equipment weighing le 50 lb criminal history background check required finalist consideration position retirement plan position teacher retirement system texas trs subject position least 20 hour per week least 135 day length university texas austin equal opportunity/affirmative action employer complies applicable federal state law regarding nondiscrimination affirmative action university committed policy equal opportunity person doe discriminate basis race color national origin age marital status sex sexual orientation gender identity gender expression disability religion veteran status employment educational program activity admission hired required complete federal employment eligibility verification form i-9 required present acceptable original document prove identity authorization work united state information document submitted federal e-verify system verification document must presented later third day employment failure result dismissal ut austin tobacco-free campus
PHP Developer,"Technical expertise:
Core PHP, PHP 7.2 version, Javascript, Jquery, Ajax
A person should be very creative with coding and can apply various patterns of solving the problems.
It should be good with loops and an array in PHP.
Knowledge of MVC, Laravel, and CI., CMS like Wordpress, Drupal7&8, Opencart, would be an added advantage
Should comfortable to work on the development plugins, components, and modules
Knowledge of web services (REST and SOAP)
Design, develop, test, maintain and support high performance, scalable, innovative web-based applications
Write quality source code to be delivered on time, which meets defined project standards and deadlines.
Perform maintenance on the source code, analyzing and fixing bugs where necessary.
Periodically design and implement custom enhancements as per customer requirements.
Responsibilities and Duties
-Strong knowledge of PHP web frameworks, such as Code igniter, Laravel, Core PHP depending on your technology stack,)
-Understanding the fully synchronous behavior of PHP.
-Understanding of MVC design patterns.
-Basic understanding of front-end technologies, such as JavaScript, Jquery, Ajax, HTML5, and CSS3.
-Knowledge of object-oriented PHP programming.
-Understanding accessibility and security compliance {Depending on the specific project}}
-Strong knowledge of the common PHP or web server exploits and their solutions.
-User authentication and authorization between multiple systems, servers, and environments
-Integration of multiple data sources and databases into one system.
-Familiarity with the limitations of PHP as a platform and its workarounds.
-Creating database schemas that represent and support business processes
-Familiarity with SQL/MySQL databases and their declarative query languages
Job Types: Full-time, Walk-In
Salary: 12,000.00 - 40,000.00 per month
Experience:
* software development: 1 year (Preferred)
* PHP: 1 year (Required)
Education:
* Bachelor's (Preferred)
Licence:
* Core PHP (Preferred)
Programming Languages needed:
* HTML (Preferred)
* PHP (Preferred)
* CSS (Preferred)
Work Remotely:
* No
*Speak with the employer*
+91 9839642424"
Machine Learning,"Machine Learning Engineer:
Job Locations :
Bangalore, Kochi
Must have
3 - 10 years experience developing software for Computer Vision, Machine/Deep learning
Hands on with C, C++, Python, Linux, C#
Hands on with OpenCV, TensorFlow, Caffe, CUDA, OpenCL, OpenGL
Hands-on experience with internals of networks (CNN, RNN, LSTM, SSD etc). Customization of NN and improving performance
Experience with GPU/DSP/ISP/SoC architecture and system software.
Hands-on experience with one or more leading embedded SoC platforms (Nvidia, Qualcomm, NXP, Movidius, etc.)
Good analytical and problem-solving skills
Knowledge of computer architecture
Can build prototypes leading to production worthy solutions
Contribution in research communities, publishing papers or participation in Github projects related to machine learning would be a distinct advantage.
Education
Electronics/Electrical/Computer Science Graduate/Post Graduate/PhD"
Backend Developer,"Senior PHP Developer
Were searching for a Senior PHP Developer to join our Passionate team! The candidate will be proficient with both frontend and backend development technologies, possessing in-depth experience in both.
The candidate will be technically responsible for designing & developing highly scalable web-based applications, enterprise applications, load balancing, providing realistic solutions as per requirements, etc.
Requirements:
3 or more years of relevant experience
Technology: PHP / CI / Laravel , Web Services, AJAX, JavaScript, JQuery, HTML5, CSS/ Bootstrap, Angular JS, MY SQL
Strong knowledge of JavaScript, JQuery
Strong knowledge of API
Well-versed with HTML5 and CSS3
Soft Skills:
Strong communication skills
Self-driven team player who brings a strong ethic to the workplace
Comfortable tackling international projects
Able to upskill oneself when project requirements introduce new technologies and technique
About MS Web Designer ( SINGAPORE AND INDIA)
We are a trusted Shopify experts and a dynamic eCommerce marketing agency with extensive experience of working with 1000+ prestigious and ambitious brands worldwide. Our creative team works to provide smart, innovative web solutions and marketing strategies for eCommerce brands.
Expected Start Date: 2/11/2020
Job Type: Full-time
Salary: 20,000.00 - 45,000.00 per month
Experience:
total work: 2 years (Preferred)"
Node js developer,"Lead Developer
Qualification:
Science / Engineering graduate
Responsibility:
Requirements Gathering:
' Participate in requirement gathering JAD (Joint Application Development) sessions and support documentation where applicable (business, functional, Technical, UI, usability, data, compliance, data migration, NFR, 3rd party tools & products).
Raise queries and get query resolution on areas which are unclear, ambiguous and which need more information to the Technology Lead.
Project Estimation:
' Understand how the estimation (effort, size etc) is done at task level in the area of work concerned, measure and report the actual effort against the estimated effort and ensure task progress reporting in C20 or any other applicable tool.
Capability Development:
Become an expert in the core skill and develop additional skills.
Design & Analysis:
' Create the HL Design and detailed design document with the support of architects for the assigned scope.
Review all deliverables created by the Developer.
Study non functional requirements and design for NFR as required.
Understand the interdependencies of the various components in work packages being developed.
Create detailed design and assign to developer.
provide input to the Project Manager / Technical Lead to create the project plan from a technical perspective.
support development of proof of concept as designed by Designer / Solution Architect.
initiate development environment setup.
Provide demo to customer for early feedback.
create quality check points for all deliverables.
Coding:
' Develop tier coding, business layer coding, interface development, service development, creation of stored procedures, etc as applicable for the work package / project.
CTS and customer specific coding standards, guidelines and best practices.
Understand the database concepts and write efficient queries.
raise clarifications / issues / concerns regarding work output to the lead.
Seek review from peer / technical lead periodically.
participate in setup activities for required environment setup.
deploy code build in testing environment.
conduct peer review during design, coding and testing.
Complete documentation as per the scope.
prepare guidelines and checklist for development and testing activities.
Provide feedback to design team.
share feedback with developers to check if code is as per requirements.
Incorporate changes as per feedback.
provide necessary and timely status updates to the Supervisor / Technical Lead.
Highlight any potential risks to the leads.
Update traceability matrix for the work package developed.
mentor the Developers to help them solve technical difficulties in the course of coding.
Follow the SCM policies set for project.
raise clarifications / issues / concerns regarding work output to the lead on time.
provide necessary and timely status updates to the Supervisor / Technical Lead.
Proactively highlight any potential risks to the lead.
provide support on process audit activities.
adhere to process and tools (usage of cognizant 20, awareness of Quality Management System).
Testing:
' Develop comprehensive unit testing cases and unit test plans.
conduct comprehensive unit testing.
create unit test logs.
Prepare and support in preparation of unit test strategy.
plan document and data requirements.
automate unit testing and contribute to automation of unit testing.
Conduct peer review of unit test cases.
perform developer integration testing by integrating the components.
Review test cases as prepared by the Developer.
Defect Management:
Participate in defect triage meetings.
conduct RCA for defects identified.
Rework on the code based on review comments from code review / defects raised in unit testing, peer testing, SIT, UAT testing or any other relevant testing phases.
Assist in transition of knowledge and to support organization with any defects raised post production as required.
Process Improvements and Adherence:
Participate in innovation sessions.
implement process improvements to reduce manual intervention (eg automation).
support on process audit activities.
Generate ideas to provide valueadd and share the same with the Technical Lead.
Adhere to process and tools (usage of cognizant 20, awareness of Quality Management System, IDE etc).
Knowledge Management:
Contribute towards updating knowledge assets, user manual, online help document, installation manual / scripts.
Conduct knowledge transfer sessions for new joiners in the project team.
conduct training through academy (if approved).
Guide and mentor team junior members from a technical perspective to ensure quality delivery of the components.
contribute / search / reuse all types of assets from repository.
People management:
Engage with team.
resolve / conflict management within team.
conduct internal trainings for developers within team.
Must Have Skills
React
Node js
Good To Have Skills
HTML 5
JavaScript
CSS
Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Dec 02 2020
About Cognizant
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world."
Machine Learning,"Job Code: 47-IND-ML-M01
Responsibilities:-
Study and transform data science prototypes
Design machine learning systems
Research and implement appropriate ML algorithms and tools
Develop machine learning applications according to requirements
Select appropriate datasets and data representation methods
Run machine learning tests and experiments
Perform statistical analysis and fine-tuning using test results
Train and retrain systems when necessary
Extend existing ML libraries and frameworks
Keep abreast of developments in the field
Requirements:-
Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures, data modeling, and software architecture
Deep knowledge of maths, probability, statistics, and algorithms
Ability to write robust code in Python, Java, and R
Familiarity with machine learning frameworks (like Keras, PyTorch, Tensorflow) and libraries (like sci-kit-learn)
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
BE in Computer Science, Mathematics or similar field; Masters degree is a plus"
Software Engineer,"Back
Software Engineer
CAROUSEL_PARAGRAPH
Gurgaon, India
DOP
2538832
Share Job
Share Job
Job Description
JD and Responsibilities :
Strong in Core java fundamentals
Strong and extensive work experience on REST services & Web Security
Strong Knowledge of Spring, Spring Boot, Hibernate, MVC, UNIX Commands
Strong Knowledge and Experience on Unit Testing Frameworks Junit, Power Mock
Good Knowledge and experience on Micro Services and web Security , end point security
Good Understanding and knowledge on J2EE Design patterns and principles ""
sound knowledge of angular 4+
Process Skills:
""Good Verbal & Written Skills
Experience in Agile / Scrum teams""
Behavioral Skills:
Resolve technical issues of projects and Explore alternate designs
Apply
Share Job
Share Job
CAROUSEL_PARAGRAPH"
Wordpress Developer,"WordPress Developer requirements and qualifications
Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery
Experience building user interfaces for websites and/or web applications
Experience designing and developing responsive design websites
Comfortable working with debugging tools like Firebug, Chrome inspector, etc.
Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers
Ability to convert comprehensive layout and wireframes into working HTML pages
Knowledge of how to interact with RESTful APIs and formats (JSON, XML)
Proficient understanding of code versioning tools {{such as Git, SVN, and Mercurial}}
Strong understanding of PHP back-end development
WordPress Developer duties and responsibilities
Designing and implementing new features and functionality
Establishing and guiding the websites architecture
Ensuring high-performance and availability, and managing all technical aspects of the CMS
Helping formulate an effective, responsive design and turning it into a working theme and plugin.
General Requirements:
Excellent command over English (Written & Verbal).
Excellent interpersonal and presentation skills
Ability to multitask
Excellent time management skills
Ability to work independently as well as in partnership with team"
PHP Developer,"What is your role?
As a PHP developer, you will be responsible for program conception, development, client support and ensuring continuous enhancement of the product
Essential Job Functions Include:
Hands on experience in Core PHP, HTML, Javascripts, Angular JS
Should be able to work in un-structured and dynamic environment. Passionate about technology and web based consumer services
What makes you qualified for this post?
Experience 1 to 3 Year
Btech/BE-Computer/BE-IT/Bsc-Computer/MSC-Comuter/BCA/MCA/Bsc-IT
Familiarity with technical requirements
Technical Skills: PHP, Java, SQL, MySQL,HTML,CSS, JavaScript, Jquery, Ajax ,Knowledge of Android and IOS will be added advantage"
