Job Title,Job Description
Database Administrator,provide support operating system network information security storage system tape library defined departmental requirement maintain monitor infrastructure environment deploy release new technology well define improvement increased system reliability performance lead enterprise base work initiative project support multiple system application medium high complexity act technical liaison operation team engineer architect participate short- long-term planning effort stakeholder group develop cost/time estimate document discussion agreement work project team understand business need integrate solution application platform outside framework coordinate development activity group develop scripted solution automation work engineer requirement provides recommendation improvement forecast utilization pattern identify modification upgrade recommend approve changes/enhancements improved system availability reliability performance lead provide technical direction planning designing execution testing effort ensure test evaluate possible impact current infrastructure application track monitor improvement validate improvement result develop maintain metric around system institute process continuous improvement perform review periodically user vendor define ensure continuous monitoring procedure set according standard procedure requirement create plan evolve system reduce cost improve system dynamic provide level 3 production support coordinate problem resolution among variety functional area provide subject matter expertise support diagnosing resolving problem recommend implementation software hardware change rectify problem plan perform structural change necessary adhere security requirement lead design execution backup disaster recovery plan operating system database server lead implementation contingency plan monitor production output service ensure slas quality metric met evaluate future technology make recommendation software hardware upgrade provide technical leadership coaching mentoring team member duty may assigned qualification education and/or experience bachelor 's degree related field preferred five 5 year relevant information technology security network database management work experience required three 3 year experience administering server enterprise environment experience designing configuring deploying server hardware required relevant certification may required five 5 year administering server enterprise environment least five 5 year experience designing configuring deploying system required departmental preference experience tool technology like isim tim sun identity access management oracle wavese ensures long-term requirement system operation administration included overall information system planning organization ensures system server installed configured maintained correctly directs activity project team member appropriate operational support maintenance troubleshooting administration production system determines system enhancement tuning must experience integrating technology ldap active directory 3+ year working experience supporting logon registration identity system 5+ year experience web development technology like java 3+ year experience database like sql server oracle etc skill ability analytical thinking skill ability work independently within team environment written verbal communication skill interpersonal skill data gathering reporting skill ability flexible adapt easily change related skill and/or ability may required perform job _all qualified applicant receive consideration employment without regard among ground race color religion sex national origin sexual orientation age gender identity protected veteran status status individual disability._ job information technology primary location detroit organization production office-7113 schedule full-time
iOS Developer,"iPhone Developer:
To excel at Simform, you should be excited to work at a fast-growing technology company with a culture of opportunities. Were looking for someone who will take advantage of the opportunity for personal development and increased responsibility that a fast growing company offers. Ideally, you are confident in your abilities, are positive and personable, and always looking for new and creative ways to get things done and serve our customers better.
We are looking for a mobile developer to bring the best of our apps to iOS devices. Your primary focus will be to develop and maintain iOS apps in integration with the back-end services. With your host of expertise, you shall contribute to intuitive design, aesthetics and the best user experience of the app.
Responsibilities:
Design and development of professional business applications for the iOS platform.
Your leadership will help to continuously discover, evaluate, and implement new technologies to improve development efficiency.
Collaborate with multi-functional teams to define, design, and ship new features in a dynamic work environment.
You will work with external data sources/ APIs, unit-test code for robustness, including edge cases, usability, and general reliability.
Will work on fixing bugs and improving application responsiveness, quality and performance.
Your leadership will help to continuously discover, evaluate, and implement new technologies to improve development efficiency.
Requirement:
Proficient with Objective-C or Swift
Experience with macOS app development and watchOS app development will be a plus.
Experienced with iOS frameworks viz. Core Data, Core Animation, Core Graphics and Core Text
Deep understanding of Apples design principles and interface guidelines
Familiar working with RESTful APIs, third party libraries and API, cloud message APIs and push notifications
Knowledgeable with performance tuning, threading and offline storage.
Understand code versioning tools viz. Git, Mercurial
Knowledge of low-level C-based libraries are useful
Experienced in continuous integration will be plus"
Network Administrator,"NVIDIA Network Engineering is looking for a Network Engineer to join its fast paced and results oriented team. Challenges include balancing project responsibilities with escalated operational issues. If you have a primary skillset in the routing and switching foundation, with the ability to define and lead primarily Engineering LAB Network refresh & upgrades globally this job might be for you.
What youll be doing:
Designs, plans and coordinates the implementation of network technologies in support of defined requirements generated by business and growth demands for Labs.
Validate project requirements, define project scope, develop project schedules and produce detailed designs for assigned projects.
Produce work breakdown structures that demonstrate understanding of proposed changes and how the change will be executed with minimal service impact.
Performs analysis and diagnosis of highly complex networking problems.
Builds simulated networks in test labs to resolve highly challenging problems and compatibility issues.
Prepare and maintain up to date documentation detailing configuration of deployed solutions. Generates network configurations.
Plans and executes highly complex network upgrade and migration activity.
Assists with deployment and strategy of tools and related Network Management Systems.
Provides mentor-ship for existing network team members as appropriate.
What we need to see:
BS or equivalent plus 10+ years progressive experience in Network engineering support environment.
Experience and expertise in network operations and service optimization in highly available, network infrastructure solutions in a large-scale, multi-site, international environment with design experience.
Expert knowledge of Mellanox, Cumulus, Arista & Cisco Datacenter Switching technologies used in large scale Engineering Labs & Data Center Deployments.
Strong and In-depth knowledge of Engineering LAB Network Technologies.
Expertise in IP inter networking, LAN Switching & Wireless Technologies.
WAN circuits and protocols (VPLS, MPLS, DWDM, DMVPN, Optimization).
Dynamic IP Routing protocols (OSPF, ISIS, EIGRP, BGP, PIM Multicast).
Experience on latest hardware and operating systems (Cumulus, Arista EOS, CRS, Nexus, IOS-XR, NX-OS, Junos).
Experience in inter-AS connectivity (eBGP, MPLS).
High Availability protocols and Global Server Load Balancing technologies.
New Generation Firewalls, Stateful firewalls, SSL, VPN.
Virtualization technologies, both networking (VRF, VDC, Nexus1kv) and compute (VMware, Openstack).
High level inter networking troubleshooting in a large-scale network environment.
Knowledge of network management, network availability and capacity planning.
Expertise in interfacing with carriers to manage circuit delivery, troubleshooting and migration.
Must have exceptional verbal, written, interpersonal, and presentation skills.
Must be creative and have initiative.
CCIE or equivalent is a plus.
Ways to stand out from the crowd:
Self-driven and resourceful to achieve goals independently as well as work well in groups.
Flexibility to adjust to changing requirements, schedules and priorities. The ability to socialize ideas, make recommendations and gather team consensus to move forward.
Must be able to effectively communicate both orally and in writing to technical and non-technical audiences at all levels in the organization; develop procedural documentation; develop and conduct effective presentations; and effectively demonstrate products and solutions.
Ability to connect new technology initiatives to cost savings and ROI calculations.
NVIDIA is leading the way in groundbreaking developments in Artificial Intelligence, High-Performance Computing and Visualization. The GPU, our invention, serves as the visual cortex of modern computers and is at the heart of our products and services. Our work opens up new universes to explore, enables amazing creativity and discovery, and powers what were once science fiction inventions from artificial intelligence to autonomous cars. NVIDIA is looking for exceptional people like you to help us accelerate the next wave of artificial intelligence."
Java Developer,"We are looking to hire a senior software developer who can hit the ground running and help us in developing new features for an existing Android application, CSPro Android. CSPro Android has currently more than 50,000+ installs on Google Play and by the end of 2019, the data collection app would have been used in censuses around the world to count a quarter of billion people. The candidate will have opportunity to work on cutting edge technologies as part of this product development team. The candidate will help in development of new UI widgets (capture GPS, photo, multimedia, barcode scanning), mapping integration using Google maps SDK or similar API and other UI enhancements. The candidate must have extensive experience in building Android applications for tablets/phones using Android Studio and Java. Experience with the Android NDK is a plus. Experience in developing web applications using LAMP stack or Java technologies is a big plus. Experience in developing applications using C++ / .NET would be nice to have. Job Type: Full-time Pay: $52.00 - $64.00 per hour Benefits: * 401(k) * 401(k) matching * Dental insurance * Employee assistance program * Health insurance * Life insurance * Paid time off * Professional development assistance * Tuition reimbursement * Vision insurance Schedule: * Monday to Friday Experience: * Mobile developer: 5 years (Preferred) * Android applications: 5 years (Preferred) Work Location: * One location Work Remotely: * Temporarily due to COVID-19"
PHP Developer,"Job Summary
Published on : 4 months ago
Vacancy : 1
Employment Status : Full Time
Experience : 3 - 8 Yrs
Salary : 20000-40000
Interview Venue :
Skills
Qualifications"
iOS Developer,"Position Overview:
We are looking for iOS Developers responsible for the design and development of high volume end user products aimed at a range of iOS devices. Your primary focus will be development of iOS applications and shipping the project/module you own. A commitment to collaborative problem solving, high quality code, and a passion for technology is essential.
Responsibilities:
Design and build applications for the iOS platform using Swift, Rx Swift, and Objective-C.
Gradually take on more responsibility and have a bigger impact, take on more challenging tasks, mentor others, lead a module, manage a team.
You own your modules end-to-end. We provide a sandbox to experiment and trust you to work through issues and deliver.
Stay up-to-date with technical trends. Be a part of RSL's learning culture by giving Tech Talks.
Skills:
3-5+ Years Experience.
Development experience in Objective-C, Swift or Rx Swift.
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Understanding of Apples design principles and interface guidelines.
Knowledge of the iOS ecosystem and the libraries available for common tasks.
Self-motivated, eager to learn, with strong logical reasoning skills.
Passion for quality.
Perks:
Core, hands-on development work on live projects.
Great compensation packages and bonuses, directly tied to your performance.
Laid back culture, no dress code. Free daily catered lunch, free medical and life insurance.
Why Should You Join Us
Work Culture: Working under friendly and Cool environment.
No Politics: We always try to keep away from all sorts of politics.
Learn and Grow Opportunities: Working will Senior Experts on live projects will help anybody to grow.
Opportunities to Work On Technology of Startups Ideas from Scratch.
Bangalore, Indias IT Silicon Valley
Work from anywhere, we really least care about the Work Location."
PHP Developer,"Experience: 2-4 Years
Positions: 2
Employment Type: Full Time / Long Term
Location: Coimbatore
Key Skills: PHP, CodeIgnitor, Laravel, Cake PHP, MySql, JavaScript, Jquery, AngularJs, HTML5, CSS3
Roles and Responsibilities:
Build efficient, testable, and reusable PHP modules
Solve complex performance problems and architectural challenges
Integration of data storage solutions (may include databases, key-value stores, etc)
Strong knowledge of PHP web frameworks (Laravel, CodeIgnitor, Cake PHP)
Thorough understanding of front-end technologies, such as JavaScript, Jquery, AngularJs, HTML5, CSS3
Knowledge of object oriented PHP programming
Understanding accessibility and security compliance
Strong knowledge of the common PHP or web server exploits and their solutions
Understanding fundamental design principles behind a scalable application
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Familiarity with limitations of PHP as a platform and its workarounds
Creating database schema that represent and support business processes
Understanding of SQL/NoSQL databases and their declarative query languages
Proficient understanding of code version tools, such as Git, SVN
Excellent interpersonal, communication, and organizational skills are absolutely required. Being able to communicate in plain English is as important as good technical skills
Bachelors degree or higher in Computer Science or related technical field
A self-starter who is comfortable working alone or within a team
Prepared to be flexible and open-minded about all aspects of the job
Attention to detail and passion for producing high quality software
Creating new programs as well as maintaining, extending and amending existing software"
Software Engineer,"*Roles and Responsibilities *
* Design and develop software for Versa NMS Orchestration solution.
* Work with a team of other NMS Engineers to design and develop highly scalable feature rich NMS platform.
* Work on challenging problems that have yet be solved.
*Essential Skills*
* Spring-Boot/Java/Multi-Threading/micro-services
* Databases - Any one like relational MySQL/Postgresql or NoSQL DB (Mongo, Cassandra)
* EMS/NMS/FCAPS
* SNMP/NETCONF/YANG
* RESTful API
*Desired Skills*
* Notification framework like Kafka/AMQP and
* Docker Swarm/ Contained/ Kubernetes
* SD-WAN/ Cloud Security/ WLAN
Experience:
* Software Engineering: 5 years (Required)
* work: 5 years (Required)
* Temporarily due to COVID-19"
iOS Developer,"iOS Developer Job description*
WE are looking to hire a talented iOS Developer to design , build and maintain the next generation of iOS applications. Your primary focus will be developing high-end iOS applications for the latest apple mobile devices. Your duties may include collaborating with the design team for new application features, identifying and fixing application bottlenecks, maintaining the core code, and updating applications published on the App store.
iOS Developer Responsibilities* :
 Designing and building mobile applications for Apple iOS platform
 Collaborating with the design team to define app features.
 Ensuring quality and performance of application to specification.
 Identifying potential problems and resolving application bottle necks .
 Fixing application bugs before final release.
 Publishing application on App store.
 Maintaining the code and atomization of the application.
 Designing and implementing application updates
iOS Developer requirements: *
 Proven experience as an app developer.
 Proficient in objective-C, Swift, and cocoa Touch
 Knowledge of pocket implementation
 Experienced in chart library.
 Knowledge of iOS back-end services
 Knowledge of C-based libraries.
 Familiarity with push notifications , API s and cloud messaging
 Familiarity with continuous integration.
Job Type: Full-time
Salary: 13,921.00 - 43,016.00 per month
Schedule:
Day shift
Experience:
work: 2 years (Preferred)
total work: 2 years (Preferred)
iOS: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Work Remotely:
No
Speak with the employer*
+91 9040806615"
Java Developer,"Infosys is seeking a Senior Java & Spark Developer. This positions primary responsibility will be to translate software requirements into working and maintainable solutions within the existing application frameworks. The chosen candidate will apply technical proficiency across different stages of the Software Development Life Cycle, gather accurate requirements and work closely with stakeholders to prioritize tasks and the scope of development. The role will require thorough knowledge in Spark & Java programming with strong attention to detail & ability to identify errors and make adjustments in a testing environment while contributing towards developing and adhering to best-practices for developing applications that are scalable, relevant, and critical to the project. When you join Infosys you do more than just navigating your career. You become part of Infosys family, a group of dynamic & passionate work force who believe in driving innovation & embracing change. At Infosys, teamwork & collaboration are encouraged, excellence is rewarded, and diversity is respected and valued.
Basic Qualifications-
Candidate must be located within commuting distance of Providence, RI or be willing to relocate to the area.
Bachelors degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.
U.S. citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.
At least 4 years of experience with Information Technology.
Strong hands on experience in Spark & Java programming.
Preferred Qualifications-
At least 6-7 years of experience in Spark and Java Programming.
Knowledge in Bigdata Hadoop, Spark, Hive, Scoop.
Knowledge in Java, Spring framework.
Should have basic level understanding of HTML, CSS, JavaScript.
Exposure to Snowflake, Nifi, Kafka preferred.
Experience in Jenkins, InteliJ, Git.
Thorough knowledge & understanding of Oracle DB.
Should have experience in using/setting up DevOps, CI/CD pipeline
Work exposure in Agile projects. Good understanding of Agile ceremonies including tools like JIRA.
Strong Communication Skills and capability to deal with business/clients.
Good analytical skills & experience in software development life cycle.
Experience & willingness to work in global delivery environment.
The job entails sitting as well as working at a computer for extended periods of time. Should be able to communicate by telephone, email or face to face. Travel may be required as per the job requirements.
About Us
Infosys is a global leader in next-generation digital services and consulting. We enable clients in 46 countries to navigate their digital transformation.
With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.
EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity/National Origin
To learn more about Infosys and see our ideas in action please visit us at www.Infosys.com"
Flutter Developer,"Job Summary
We are looking for the senior core PHP developer for our team. Working closely with the development team lead, you will be able to work independently to create code and add value to the project team.
Responsibilities and Duties:
Create multi-platform apps for iOS/Android using the Flutter development framework.
Flutter SDK & Dart programming language
Experience with mobile platforms like Android/iOS
Flutter widgets for iOS & Android
Participation in the process of analysis, designing, implementation, and testing of new apps
Developing mobile applications in Flutter
Apply industry standards during the development process to ensure high quality
Key Skills:
UI: Material design, Material animations, Custom components, User Interaction(touches, gestures)
Core: Dart, Multithreading, FlutterPub, Rx Dart, Job Queue,
Communication & Networking: HTTP, REST, Dio, Cached Network Image, Firebase, Socket, JSON, XML, SMS, Bluetooth, NFC
Build: Pubspec, Gradle, info.plist
Work Experience:
Min. 2 Years
Employment Type:
Full Time"
DevOps Engineer,"Back
DevOps Engineer
CAROUSEL_PARAGRAPH
Bengaluru, India
2515002
Share Job
Share Job
Job Description
Who we are looking forWe are looking for people who want to help us change the way companies think and approach problems; people who want to teach and learn from others; we are looking for people who want to be treated like adults.We are looking for people who want to work in cross-functional teams, and want to help others learn how to build them, and why they're valuable; people with a grasp of a variety of technologies, languages, and methodologies, along with their pros and cons.What you'll doEnable our clients to adapt to changing needs, improve their time to live, and deliver better software.Build real solutions through experimentation as part of a multi-faceted team.Explore up-and-coming technologies and software products. Read; experiment; learn; teach.
Apply
Share Job
Share Job
CAROUSEL_PARAGRAPH"
JavaScript Developer,"Required Skills:
Strong Javascript, HTML5 ,JQuery, PHP and CSS.
Good experience in on C#, .Net, JQuery, Javascript, ASP.Net, MVC, SQL Server
Real time experience in ArcGIS Server Javascript API
Hands on experience in writing and executing rest based web services
Python knowledge is an added advantage
Qualifications:
Qualification : M.tech/B.e/B.Tech/ MCA / M.Sc
Experience Required: 3-5 years
Job Location: Delhi
Email : contacthr@quantumasia.in"
iOS Developer,"JOB DESCRIPTION:
Strong framework outside of iOS is always a plus
iOS experience and generalist engineers with backgrounds in related technologies is a plus
A disciplined approach to development, documentation and file structure
Strong visual design sense and excellent taste
A constant desire to improve, learn more and take things higher
An excellent understanding of networking, mobile network issues, concurrency and threading
Experience working with internationalized apps
RESPONSIBILITIES
Design and build advanced applications for the iOS platform.
Collaborate with cross-functional teams to define, design, and ship new features..
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Have published one or more iOS apps in the app store.
A deep familiarity with Objective-C and Cocoa Touch.
Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text.
Experience with third-party libraries and APIs.
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies.
Solid understanding of the full mobile development life cycle.
Responsible for working on different layers of the iOS apps.
Help architect and maintain our set of native mobile applications."
