Job Title,Job Description
PHP Developer,"PHP Developer
Mumbai
Job description :
Building applications in PHP from the scratch with the cake PHP and other technologies
Writing developer documentation for projects we, Developing mobile based applications
Design, implement and enhance new components of the products
Maintain engineering infrastructure
Contribute creatively in strategic products that will reach large audience
Developing products in PHP with new technologies
Design new features for the products properties and front-end products and mobile apps
Solve complex performance problems and architectural challenges
Integration of data storage solutions
Strong knowledge of PHP web frameworks {{such as Laravel, Yii, etc}}
Understanding of MVC design patterns
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Understanding fundamental design principles behind a scalable application
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Creating database schemas that represent and support business processes
Familiarity with SQL/NoSQL databases and their declarative query languages
Proficient understanding of code versioning tools, such as Git
Experience of integrating third-party Travel API / XML
Should have sound knowledge/understanding of Front end technologies such as JQuery Ajax, vue.js, Node.js, React JS, responsive design, Durandal/Knockout/Angular JS.
Knowledge in Social media integration, Google map integration.
Must have 3+ years of experience in Web and API development
PHP Full Stack Developer - PHP, MySQL, JavaScript, JQuery, AngularJS, Zend Framework, HTML5, Json, Ajax, CSS3, Bootstrap, MVC, Apache, CentOS
Ability to work independently as well as in a team.
Experience 4 - 6 Years
Salary 6 Lac To 8 Lac 50 Thousand P.A.
Industry IT Software - Application Programming / Maintenance
Qualification Other Bachelor Degree
Key Skills PHP development Web development API development PHP web frameworks Laravel Yii etc} JavaScript HTML5 and CSS3 JQuery Ajax vue.js Node.js React JS responsive design Durandal/Knockout/Angular JS. PHP Full Stack Developer
About Company
Email ID swati5547@gmail.com"
Wordpress Developer,"Job Description
We are seeking a WordPress Developer responsible for both back-end and front-end development, including creating WordPress themes and plugins. This position requires a combination of programming skills (namely PHP, HTML5, CSS3, and JavaScript) and aesthetics (understanding element arrangements on the screen, the color and font choices, and so on). The candidate should have a strong understanding of industry trends and content management systems. Experience with the responsive and adaptive design is strongly preferred. Also, an understanding of the entire web development process, including design, development, and deployment is preferred.
Responsibilities
Designing and implementing new features and functionality
Establishing and guiding the websites architecture
Ensuring high-performance and availability, and managing all technical aspects of the CMS
Helping formulate an effective, responsive design and turning it into a working theme and plugin.
{{Add other responsibilities here that are relevant.}}
Skills and Qualifications
Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery
Experience building user interfaces for websites and/or web applications
Experience designing and developing responsive design websites
Comfortable working with debugging tools like Firebug, Chrome inspector, etc.
Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers
Ability to convert comprehensive layout and wireframes into working HTML pages
Knowledge of how to interact with RESTful APIs and formats (JSON, XML)
Proficient understanding of code versioning tools {{such as Git, SVN, and Mercurial}}
Strong understanding of PHP back-end development
Job Type: Full-time
Salary: 91.00 - 317.00 per hour
Schedule:
Day shift
Monday to Friday
Industry:
Software Development
Work Remotely:
No"
DevOps Engineer,"Position Description: As a DevOps Engineer, you will play a key role developing on the AWS platform, as well as crafting and implementing infrastructure as code for private/public cloud. You will have responsibility for maintaining existing and creating new configuration management code and infrastructure. You will lead the day to day operation of different SaaS products internally and externally and be part of on-call ops. We believe in automation of operational tasks and are seeking an operational engineer with a developer mindset. This is a small and agile and dynamic team so ability to learn quickly and work independently is essential for success.
Requirements
BS Computer Science / Engineering or equivalent
2+ years of DevOps experience maintaining applications and services on AWS and working with multiple AWS services such as EC2, S3, Route53, Cloudfront, Cloudformation, lambda and EMR
2+ years of DevOps experience with AWS (EC2, Lambda, S3, VPC, VPC-VPN, CloudFormation)
Shown experience deploying and upgrading cloud applications in staging and production environments
Experience with Open Source based Devops tools for metrics-based monitoring solutions (Prometheus, Graphite), Log Management (ELK, or similar), Container Management (Docker, or similar), Escalations Management (Pagerduty, or similar)
Demonstrated experience with Linux (Centos, ubuntu) and Windows operating system and with Databases MySQL, Microsoft SQL Server, MariaDB
Experience with Ansible for Configuration / Infrastructure automation and using CI-CD (Git, Jira, Build management Java / Dotnet, Jenkins)
Shown experience with Windows-ansible, PowerShell, Bash
Experience with Python and Go programming languages and with monitoring toolset (Prometheus, Monit and cloudwatch)
On Call experience with incident response handling (PagerDuty) preferred
Knowledge of Elasticsearch, Logstash and Kibana for Centralized monitoring or other use case is ideal
Experience with Squid, Haproxy, Iptables, Docker and Windows 2012 Server Administration preferred
Some experience with Docker and Kubernetes (AWS EKS, Kops) preferred
Basic knowledge of SQL / NoSQL databases a plus
No travel required
Responsibilities
Configure and administer production environments in AWS
Develop and maintain scripts for deployment to staging and production environment
Upgrade live applications with minimum downtime
Collaborate effectively with Engineering and other key partners to negotiate necessary code changes
You will provide support to Engineering in the management and upgrade Dev, QA environment
Monitor, debug and troubleshoot operational issues, upgrade infrastructure (computer, storage, networking and application infrastructure components such as databases, webservers)
Perform operational benchmarking and scaling, producing quality code and deliver features on-time
Harden and secure production environment; manage access to production
You will track compliance requirements and ensure the environment supports business needs (HIPAA, PCI, etc.)
Manage new customer provisioning, issue-tracking workflows, and their implementation
Investigate, integrate, or develop tools to automate tasks
Evaluate tools for enrichment of DevOps tooling
Participate in incident reviews and work on continuous improvement of operation environments
Partner with Engineering team on designing operational metrics in products
Develop and maintain tools for deployment, monitoring, security, patching and auditing for Windows and Linux based software stack.
Competencies:
Strong automation mindset, operational rigor, attention to detail, and ability to collaborate with key partners in Engineering, Support, and Product Management
Excellent communication, presentation, interpersonal and analytical skills, including the ability to communicate complex, interactive design concepts clearly and persuasively across different audiences and varying levels of the organization
Ability to deliver enterprise class on-premise and/or cloud offerings from concept to production release
Demonstrated use of metrics and usage data analysis to generate new requirements and analyze defects for cloud hosted solutions
Deep understanding of Linux OS, Git, SSL, SSH, Certificate management
Proven Results Should be able to demonstrate past accomplishments developing consumer grade automation using configuration management tools
Doer Mindset Ability to independently execute against deadlines.
Passionate about DevOps and modern DevOps toolset
Resourceful, able to solve complex problems using online and team resources
Job Category: DevOps Engineer
Job Type: Full Time
Job Location: Bangalore Gurgaon Mumbai Pune"
DevOps Engineer,"Basic Info
Location
Bangalore, Karnataka, India
Job type
Full-Time
Contract
Regular/Permanent
Take the next step in your career at ABB, working in a team that is writing the digital future with ABB Ability. The ABB Ability Genix Industrial Analytics and AI Suite has been designed to unlock the value of data by combining ABB's deep industrial domain expertise with digital technology and capability to deliver a modular and scalable solution. The solution helps asset-intensive industries with complex processes make timely and accurate insight-driven decisions and respond rapidly to achieve high degree of optimization and control across the entire value chain leveraging Industry 4.0 principles.
ABB is a leading global technology company that energizes the transformation of society and industry to achieve a more productive, sustainable future. With a history of excellence stretching back more than 130 years, ABB has been a pioneer through the four Industrial revolutions and is at the forefront of the Industry 4.0. By delivering digitalization to its electrification, robotics, automation and motion portfolio, ABB pushes the boundaries of technology to drive performance to new levels.
This is a DevOps Engineer role, reporting to the Research & Development Senior Engineering Manager in business area Industrial Automation (IA) located in Bangalore. You will be working at Ability Innovation Center (AIC), home to the largest technology and engineering pool in ABB globally and is a part of ABB Global Industries and Services Private Limited, a subsidiary of ABB. It is based in Bangalore, the silicon-valley of India. Its unique infrastructure places research, development, engineering, and service teams under one roof, increasing collaboration and reducing time to market, with no compromise on quality.
If you are looking for an environment that actively blends the boundaries between technology, data, domain and Industrial AI to create next generation analytics solutions for processes automation customers and helping them on their journey towards autonomous operations, then this is the team for you. Join ABB and harness the power of our diverse global network, as you collaborate with and learn from our world-class teams. Above all, challenge yourself every day. Lets write the future, together.
Your responsibilities
Designing & integrating test automation solutions with Azure DevOps framework.
Evaluating and integrate test automation application/code with the overall DevOps framework.
Creating and Maintaining Azure DevOps Build & Release pipelines for automated end to end test execution on Platform functionality.
Collaborating with developers and customer teams to understand features and solutions that are being implemented.
Demonstrating solid competence in technologies, tools and methods in own specialist area through solving complex industrial problems.
Contributing to the development of strategic technology plans and project portfolio in own organization.
Living ABBs core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business.
Your background
MCA/B.Tech/B.E from a reputed University in Computer Science /Electronics/Instrumentation.
Required 6-9 years of experience in Azure DevOps /quality assurance.
Experience in Azure DevOps Build & Release Pipelines to enable continuous deployment and continuous testing of the Ability Platform.
Should have experience and practical skills on .NET Core, C#, PowerShell.
Should have experience in Python, Docker technologies and RESTAPIs.
Knowledge of QA methodologies in the context of an Agile software lifecycle.
Exposer toward Containerization.
More about us
ABB is an equal opportunity organization.
Bring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution creating a sustainable future for our planet, and your career. Join ABB and harness the power of our diverse global network, as you collaborate with and learn from our world-class teams. Above all, challenge yourself every day. Lets write the future, together.
Important, please include in your CV the following passage:
I hereby agree for my personal data, included in my job application, to be processed in line with the needs of recruitment, in accordance with the Law on Personal Data Protection of 29th August 1997 (Law Gazette from 2002, No.101, heading 926, as amended).
Reference Number
IN76337986_E2
Publication date
2020-10-20"
DevOps Engineer,"Company Description
Bibit.id is a platform to help you to start your investment in mutual fund in a very simple way.
Job Description
We are looking for an awesome team player who has mastery in AWS Cloud and passionate about building a smooth, effective & efficient development workflow within a startup company. In this role, you will collaborate closely with the Developers and QA to improve the speed & quality of deployments on both frontend and backend as well as ensuring that the underlying infrastructures are scalable, secure and resilient.
Responsibilities:
Provision resources required by Engineering Team
Implement CI/CD pipelines to streamline deployments and pre-deployment checks/testings
Implement automation tools & policies to improve workflow efficiency.
Manage and monitor system infrastructure operations in Bibit.id
Research on new technologies to improve and optimize Bibit.id infrastructure
Qualifications
Requirements:
Strong AWS Cloud knowledge (at least 4 years of experience) to architect a solid infrastructure built for scalability, resilience, and security & cost optimization
Similar experience in GCP is a big plus
Experienced in using tools/frameworks for modern infrastructure provisioning, monitoring and application deployment
In conjunction with the point above, required experience with Kubernetes and Hashicorp ecosystem
Experienced in implementing CI/CD with Gitlab
Skilled in Bash scripting and general Linux commands
Understands general security practices in managing Server & Networking
Eager to learn new skills and self-motivated in keeping up with the latest trends in DevOps & System Architecture
Excellent communication skills
Excellent in handling multiple task at the same time (multitasking)
Additional Information"
PHP Developer,"Here is a great opportunity for you to kickstart your career with Laravel
By getting trained under Certified Laravel developer(s) and start building heavy-duty web applications."
Full Stack Developer,360insights culture driven simple concept happiness believe happiness make better business better world know make difference team serf client awarded best workplace canada great place work institute rocking net promoter score 88 360insights redefining client experience ton fun process ! seeking full stack developer join farmington hill michigan based development team candidate part team responsible delivering roadmap channel success platform position top brand world pushing mission critical data system confronted amazing challenge building platform scale impressive growth constant need innovation help u design implement api platform push 360insights next level responsibility build rest-style apis angular / web api continuously improve quality code help peer peer review refactoring automated testing etc constantly learn identify integrate high quality library solve problem reinvent wheel automate deployment microsoft application system configuration security setting qualification degree computer science software engineering related discipline minimum 5 year full-time server-side experience writing production-quality code solid foundation javascript experience writing sql query windows/linux server experience experience test driven development domain driven design distributed system preferred experience c .net angular microservices asset company overview 360insights focused constant innovation delivering informed approach world consumer sale channel incentive management offering industry-leading technology combined uncompromising personalized customer service customer among world leading brand actively seek partner company want show leadership offering incentive rebate program engage motivate channel building customer loyalty offering easy efficient way redeem claim company partner community member focused making difference business done world large information visit www.360insights.com
Full Stack Developer,thank interest becoming part team milestone ! general purpose full-stack .net developer active contributor milestone.com digital experience scrum team utilizing front-end back-end experience implement new feature maintain existing code refactor existing code knowledge experience transfer also required cross- training knowledge share development team member duty accountabilites maintain develop new feature milestone.com enhance customer experience integrate front-end back-end aspect web application build reusable code refactor existing code library maintain code integrity organization provide clear consistent communication around solution sizing collaborate effectively scrum team provide accurate work estimate utilize scrum best practice work highest priority sprint item could front-end back-end development work participate code-review mentor developer troubleshooting production support issue understand workplace hazard take step proactively prevent report hazard injury workplace cooperate safety program initiative investigation demonstrate five core value integrity customer responsiveness innovation passionate contribution & empowerment continuous improvement job requirement essential knowledge skill ability required must able communicate effectively member organization in-person remotely ability understand communication need business relay information appropriate business and/or technical resource clear effective written communication ability self-directed motivated must team oriented open honest collaborative ability teach mentor others ability listen learn others effective analytical problem-solving skill write clean self-documenting clear code ability test code code peer customer experience focused minimum education experience required bachelor 's degree computer science relevant field minimum three 3 year work business environment ; equivalent combination education relevant work experience 3+ year experience .net mvc 3+ year experience writing consuming webservices proficient json xml 2+ year experience javascript front-end library like jquery 1+ year experience cs sas bootstrap 1+ year experience angular / react similar framework preferred qualification familiarity scrum agile development experience enterprise cm platform plus special job requirement requires frequent availability communication non-standard business hour communicate global team member must available extended varied work hour based business need working conditions/physical demand performing duty job employee regularly required majority working day sit make coordinated movement finger data entry keyboard ability lift 10 pound general office environment may require regular ground travel company facility must available long varied work hour time long-distance air travel needed exceed 10 travel _note nothing job description restricts management right assign reassign duty responsibility job time._
Django Developer,"Product Developer 
Python/Django
About Us:
Epicor Software is a
global technology leader dedicated to helping businesses drive growth for more
than 45 years. Our modern, industry-specific software helps customers boost
efficiency and productivity by simplifying and automating everyday processes.
We have a stellar team of nearly 4,000 worldwide employees who are passionate
about building exceptional products and solutions through teamwork, constant
innovation, and integrity. We strive to hire and reward star players who
inspire one another and drive results for the business and our customers.
About the Role:
Were looking for a
fantastic Product Developer to join
our growing team. If youre passionate and deeply curious about finding
solutions to new challenges and perfecting the design of our visionary Epicor
product suite, you could be the perfect fit for this role.
Were seeking a
candidate who has experience in developing solutions using Python, Django, Rest API Does this sound like you? Good, keep
reading.
What Youll Do:
Its
all in the name. Develop our software products to make them the best in the
industry.
Dream
up and build new applications. Get creative and focus on solving problems for
our customers.
Write,
test, and deploy code using established standards and procedures.
Stay
on track by following best practices and established processes for large,
complex projects.
Maintain,
refine, and troubleshoot challenges with existing software to make sure its up
to code (see what we did there?)
What You Need to Succeed:
Amazing
problem-solving skills
Collaborative team
player with great communication.
Well-organized with
high attention to detail, and an obsession with quality.
Python, Django and
Rest API/ 4+ years of Exp
ERP experience is a
Plus.
Additional Skills That Could Set
You Apart:
Exposure to Azure
Why you should click Apply:
This is an amazing opportunity for a Product Developer to join one of the
top tech functions in our space, as we seek to push the boundaries of
conventional ERP solutions with developments such as AI & IOT across the
Microsoft stack and Azure cloud platform."
Software Engineer,"Designs, develops, troubleshoots and debugs software programs for software enhancements and new products. Develops software tools including operating systems, compilers, routers, networks, utilities, databases and Internet-related tools. Determines hardware compatibility and/or influences hardware design.
Qualifications
Designs, develops, troubleshoots and debugs software programs for software enhancements and new products. Develops software tools including operating systems, compilers, routers, networks, utilities, databases and Internet-related tools. Determines hardware compatibility and/or influences hardware design."
