Job Title,Job Description
Java Developer,"Providence St. Joseph Health is calling a Software Developer 3 to our location in Beaverton, OR.
We are seeking a Software Developer 3 to be a member of an Agile software development team (Scrum or Kanban) in the PHP Information Services (IS) Department. As senior software developer they will be expected to work well within their agile team, foster collaboration, mentor teammates and other members of the IS Department, and provide opinion and expertise on technical issues all while embracing Agile Principles and Values.
The Software Developer 3 performs a variety of technical administration, development, and support functions for Information Services. Works with customers, vendors, consultants and other Information Services staff in performing their duties. On-call support is a requirement for any Developer position. Developers are required to provide 24/7 on-call support on a rotational basis.
In this position you will have the following responsibilities:
Working as an effective team member in an Agile Scrum or Kanban team.
Providing technical expertise and mentoring to their fellow Agile team members and members of other teams.
Gather and analyze complex business requirements.
Specify and implement technical plans for complex solutions.
Combine business and technical knowledge to gain agreement and implement solutions within cross-functional teams.
Verify correctness of software using manual and automated testing strategies.
Verify performance of software using load testing and other strategies.
Qualifications:
Required qualifications for this position include:
Associate Degree plus 6 years of demonstrated software development experience in an enterprise environment OR;
Bachelor's Degree plus 4 years of demonstrated software development experience in an enterprise environment OR 6 year degree plus 2 years of demonstrated software development experience in an enterprise environment OR
8 years demonstrated software development experience in an enterprise environment.
Preferred qualifications for this position include:
3 Years of experience working with Visual Studio, C#, .NET Framework, ASP.NET and Angular JS
3 Years of experience with fundamental front end languages such as HTML, CSS, Typescript and JavaScript
Good understanding of AJAX, and JavaScript DOM manipulation techniques
Strong SQL knowledge and ability to write or work with StoredProcedures and Functions in MS SQL environments
Demonstrated experience working with WebServices
Preferred exposure to working with JSON, large XMLs and Transformations
Experience working with Team Foundation Server, SourceSafe or other source control programs including Git
Demonstrated experience in debugging and troubleshooting legacy code base
Previous work experience in Agile Methodologies
Exposure to DevOPS and CI/CD preferred.
Demonstrated experience of participating in team projects while having the ability to work independently on assignments as well
Critical thinker and expert problem solving skills
Excellent organizational and communication skills
About the department you will serve.
Providence Shared Services provides a variety of functional and system support services for our Providence family of organizations across Alaska, California, Montana, New Mexico, Oregon, Texas and Washington. We are focused on supporting our Mission by delivering a robust foundation of services and sharing of specialized expertise.
For information on our comprehensive range of benefits, visit:
http://www.providenceiscalling.jobs/rewards-benefits/
Our Mission
As expressions of Gods healing love, witnessed through the ministry of Jesus, we are steadfast in serving all, especially those who are poor and vulnerable.
About Us
Providence is a comprehensive not-for-profit network of hospitals, care centers, health plans, physicians, clinics, home health care and services continuing a more than 100-year tradition of serving the poor and vulnerable. Providence is proud to be an Equal Opportunity Employer. Providence does not discriminate on the basis of race, color, gender, disability, veteran, military status, religion, age, creed, national origin, sexual identity or expression, sexual orientation, marital status, genetic information, or any other basis prohibited by local, state, or federal law.
Schedule: Full-time
Shift: Day
Job Category: Development
Location: Oregon-Beaverton
Req ID: 259856"
Node js developer,"Required skills: *
Experience in JavaScript and Node JS.
 Experience in CSS, HTML, Saas, Less and JavaScript developer thats delved into both coding from scratch and is familiar with a modern client-side framework.
 Experience with Node.js (8.x), Hapi.js, Webpack, React (16.x, Hooks).
 Unit testing: Lab, Karma, Mocha, nock
 Templating frameworks: Handlebars, React
 Task runner: NPM, Gulp, Grunt
 Version Control: Git
 SDLC: Working experience in Agile methodology
 Experience in design patterns is a must
 Should be able to collaborate and work with the global teams.
 Good communication skills
Job Types: Full-time, Contract
Salary: 500,000.00 - 1,600,000.00 per year
Experience:
total: 5 years (Required)
nodejs: 2 years (Required)
work: 1 year (Preferred)
javascript: 2 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Full Stack Developer,product team affirm delivers key product goal enable retail partner grow business online offline team executes revenue generating priority strengthens affirm offering across portfolio merchant consumer unique opportunity gain exposure skill required succeed b2b b2c capacity order succeed vision offer honest financial service improve life team must maintain extreme efficiency deliver seamless experience every customer interaction 're looking experienced motivated software engineer build product system serve customer merchant partner employee 'll lead development product merchant partner customer finance risk operation team collaborate product management design platform engineering iterate enhance product offering plan design communicate implement software system eye towards robust extensible architecture lead technical discussion plan improve overall software quality develop technical specification decompose specification task phase estimate project work effort delivery create project roadmap continuously raise bar term code quality performance system design look passionate passionate affirm 's mission `` deliver honest financial product improve life '' technical fluent full-stack development use react/redux + python/flask collaborative enjoys cross team collaboration especially product manager designer user focused care detail user experience affirm affirm using technology re-imagine re-build core part financial infrastructure enable friendlier transparent financial product service improve life believe financial industry fundamentally broken core infrastructure built technology 1970s dwindling number people say `` trust bank look '' way mission fix problem based san francisco ; founded max levchin founding cto paypal jeff kaditz cdo dena/ngmoco nathan getting founding cto palantir ; building team exceptionally talented people join u mission li-ah1
Wordpress Developer,"WordPress Candidates : 3
Job Roles & responsibility
Development of quality modules & websites using clean coding method, coordinating with the team members, Meeting timelines and self motivated.
Desired Candidate Job Profile
Hands-on experience with Core PHP, MySQL, HTML/CSS, JQuery.
Good Hands on Open Source.
Problem solving skills.
Ability to lead development team & ready to accept challenges of the project deadline.
Should be good with English Communication.
Able to work independently, on a team and in a fast paced environment.
Willing to learn from and share knowledge with others.
Object oriented programming using PHP is a plus.
Experience: Min. 1 year of Experience
(If you have skills and not matching with experience range feel free to send your resume our recruiters are scanning profile and looking for a spark)
Salary: Based on individual performance and Skills.
Latest Resume
Passport Size Photo
Current Salary
Expected Salary
Total Year of Experience
Immediate Contact Number
Portfolio / Website URLs
SmartFish Work Environment
Adapt to new advanced technology
Friendly and informal work environment
Excellent and Helpful staff
Opportunity to reach at top level, for team leading and Project leading.
Employee friendly HR policy."
Django Developer,"Leadership abilities
Technology Skills
Experience in Development & Support Projects
Customer facing experience Client Coordination
Exposure in Solutioning, delivery, people, team, project management.
Technology Independent (Openness to adapt to technology changes)"
JavaScript Developer,"Skill Set required
Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
Thorough understanding of React.js and its core principles
Experience with popular React.js workflows (such as Flux or Redux)
Familiarity with newer specifications of EcmaScript
Experience with data structure libraries (e.g., Immutable.js)
Knowledge of isomorphic React is a plus
Familiarity with RESTful APIs
Understanding of python-Django is an add-on
Knowledge of modern authorization mechanisms, such as JSON Web Token
Familiarity with modern front-end build pipelines and tools
Experience with common front-end development tools such as Babel, Webpack, NPM, etc.
Ability to understand business requirements and translate them into technical requirements
A knack for benchmarking and optimization
Familiarity with code versioning tool git
Familiarity with Azure
Education Qualification & Experience
Bachelor degree in CS/IT field.
Experience Range 3-5 years"
Backend Developer,"Back end Admin\ Back end Developers
Job Description
We are looking for experienced Back-end developers to join our company you will be responsible for the server side of our web applications, and also website handling
If you have excellent programming skills and a passion for developing applications or improving existing ones, we would like to meet you..
Responsibilities
 Participate in the entire application lifecycle, focusing on coding and debugging
 Adding products details and handling entire website
 Write clean code to develop functional web applications
 Troubleshoot and debug applications
 Manage cutting-edge technologies to improve legacy applications
 Collaborate with Front-end developers to integrate user-facing elements with server side logic
 Gather and address technical and design requirements
 Supporting internal teams
 Build reusable code and libraries for future use
 Liaise with developers, designers and system administrators to identify new features
 Follow emerging technologies
Requirements
 Proven work experience as a Back-end developer
 In-depth understanding of the entire web development process (design, development and deployment)
 Hands on experience with programming languages like , PHP
 Working knowledge of CMS framework
 Familiarity with front-end languages (e.g. HTML, JavaScript and CSS)
 Excellent analytical and time management skills
 Teamwork skills with a problem-solving attitude
Required qualification
 At least 1 year of experience required
 Experience in E commerce industry will be an added advantage
 Considering Bsc computer science\ BCA\ Btech Candidates
 Preferring Immediate joiners
 Male \ Female can apply for this position
Expected Start Date: 2/11/2020
Job Types: Full-time, Walk-In
Pay: 12,000.00 - 15,000.00 per month
Schedule:
Day shift
Experience:
Programming: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Work Remotely:
No"
Full Stack Developer,fueled fundamental belief access financial service creates opportunity paypal nasdaq pypl committed democratizing financial service empowering people business join thrive global economy open digital payment platform give paypal 237 million active account holder confidence connect transact new powerful way whether online mobile device app person combination technological innovation strategic partnership paypal creates better way manage move money offer choice flexibility sending payment paying getting paid available 200 market around world paypal platform including braintree venmo xoom enables consumer merchant receive money 100 currency withdraw fund 56 currency hold balance paypal account 25 currency applying job required create account already created account - click sign creating account allow follow progress application note provide full legal first name/family name capitalize first letter first last name example john smith n't capitalize entire first and/or last name example john smith note use correct grammar name multiple case example mcdonald o'connell provide full address detail resume required multiple attachment uploaded including resume cover letter application job description summary want join team journey conquer business business segment awesome market opportunity ha potential bring thousand new customer paypal know take create great experience simplify onboarding experience ? payment marketplace looking full stack application engineer like ! job description day day write web application code following best practice accessibility internationalization instrumentation partner closely design & product craft great product experience craft wo man encourage code craftsmanship across team deliver code agile team environment assist application deployment cloud environment drive innovation rapid prototyping iterative development qualification passionate customer focus understanding business impact drive system improvement 3+ year javascript application design testing experience solid knowledge web application framework react node.js solid experience building application top restful apis 3+ year experience web frontend technology html5 css3 webpack le bootstrap jquery/dojo/yui 2 + year experience javascript templating engine dust mustache etc solid knowledge algorithm design pattern experience cross-browser cross-platform design constraint web experience developing automated unit integration functional test suite strong desire learn push envelope share knowledge others minimum 5 year work experience required b.s equivalent degree computer science desired relocation available subsidiary paypal travel percent 0 primary location san jose california united state america additional location bachelor degree equivalent computer engineering 're purpose-driven company whose belief foundation conduct business every day hold one team behavior demand hold highest ethical standard empower open diverse workplace strive treat everyone touched business dignity respect employee challenge status quo ask question find solution want break barrier financial empowerment join u change way world defines financial freedom paypal provides equal employment opportunity eeo person regardless age color national origin citizenship status physical mental disability race religion creed gender sex pregnancy sexual orientation gender identity and/or expression genetic information marital status status regard public assistance veteran status characteristic protected federal state local law addition paypal provide reasonable accommodation qualified individual disability
Java Developer,"MUST BE A U.S. CITIZEN WITH AN ACTIVE TS/SCI SECURITY CLEARANCE *
Support the development of automated detection analytics on large datasets (over 1TB). Develop hypotheses about potential Advanced Persistent Threat (APT) behavior and develop testing plans to prove, disprove or modify the hypothesis. Support testing and publication of analytics for deployment. Assist in developing and implanting data analytics programs. Develop documentation and comprehensive user manuals for all developed projects, to be understandable by the average analyst. Assist in developing and implementing data analytics training. Develop and implement data analysis, data collection systems and other strategies that optimize statistical efficiency and quality. Interpret data, and analyze results using statistical techniques.
Job Responsibilities:
 Perform big data analysis on information technology infrastructure and end-point devices
 Customer outreach and engagement
 Problem solving
 Time management
 Collaborate with others
 Mission focused
 Deliver findings
 Accept and assess customer data, dashboard, requirements
 Identify new ways to visualize and analyze data
 Develop analytics to identify anomalous activity based on customer requirements
 Perform hunt operations identifying anomalous activity
 Produce reports based on misconfigurations and/or anomalous activity discovered through analysis
Knowledge/Skills Ability:
Required:
 Be Director of Central Intelligence Directives 6/4 eligible (Top Secret) with a current Single Scope Background Investigation (SSBI)
 Mix of intellectual curiosity, quantitative acumen, and customer-focus to identify novel sources of data across a range of fields, to improve the performance of predictive algorithms, and to encourage user adoption of high-end data analytics platforms in partnership with a highly qualified, highly motivated team.
 Strong background in research design, exploratory analysis, quantitative methods, user interface application design, and experience with customer outreach and engagement.
 Aptitude for problem solving, thinking outside the box, excellent time-management skills, and a strong sense of accountability is desired; proven experience delivering customer-focused analytical results is essential
 Proficiency in one or more big data programming languages, such as R, Python, Scala, or Java.
 Experience working with a hybrid team of analyst, engineers, and developers to conduct research, and build and deploy complex, but easy-to-use analytical platforms.
 Previous experience performing research in Data Analytics or big data.
 The Analytic Developer will have developer experience or a hybrid software developer/data scientist.
 Must have experience in design, development, and troubleshooting of analytics
 Experience as hybrid developer/data analyst
 Experience with Accumulo, Hadoop, ELK Stack
 Experience with data management transport
 Experience working with Big Data Platform
 Strong knowledge of and experience with reporting packages (Business Objects etc.), databases (SQL, etc.), programming (XML, JavaScript, or ETL frameworks)
 Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.)
 Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
 Adept at queries, report writing, and presenting findings
 Technical expertise regarding data models, database design development, data mining and segmentation techniques
 Proven working experience as a data analyst or business data analyst
Minimum Experience/Education:
 Experience working with a hybrid team of analysts, engineers, and developers to conduct research, build and deploy complex, but easy-to-use analytical platforms
 Previous experience performing research in Data Analytics or big data
 DoD 8570 Sec+
Highly Desired:
 Education/ Certifications:
 BS in Mathematics, Computer Science, Information Management or Statistics
 DoD 8570 Sec+
 4+ years of experience in data analytics or quantitative intelligence analysis
 Four (4) years of experience in an intelligence field at a tactical or operational level
\*BEAT LLC IS AN EQUAL OPPORTUNITY EMPLOYER - DISABILITY AND VETERANS\*
Job Type: Full-time
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee discount
Flexible schedule
Health insurance
Life insurance
Paid time off
Professional development assistance
Referral program
Retirement plan
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Experience:
Data Analytics: 4 years (Preferred)
Education:
Bachelor's (Required)
License:
CompTIA Security+ (Required)
Security Clearance Required:
Top Secret (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Job Is:
A job for which military experienced candidates are encouraged to apply
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19"
Flutter Developer,"Interested candidates can send their CV on info@kartuminfotech.com
Job Location : Surat
Experience : 0 2 year
Skills Required : Flutter
Desired skills and experience
Minimum of 3 years of development experience
Experience with JavaScript
Experience with Java and/or Swift/Objective-C
Experience with Flutter
Experience with Dart
Experience launching and managing production mobile apps
Experience authoring, testing, and deploying code mission-critical applications
Good English"
PHP Developer,"We are looking for a highly skilled PHP Developer who is comfortable with back end programming.
Job Description:
Should have expert knowledge in PHP, MySQL, MVC Architecture, Java Script , JQuery, Ajax.
Must have 1.5 year of relevant experience.
Proven working experience in Laravel, Codeignter for 1.5 years.
Demonstrable knowledge of web technologies including HTML, CSS.
Handling multiple projects in simultaneously.
Familiarity with GIT HUB.
Excellent analytical mind and organizational skill.
Good communication and teamwork skill.
Benefit:
Monday to Friday Working.
Flexible working hour.
Hassle free work environment .
Interested candidate can call us 6289148770
Job Type: Full-time
Salary: 15,000.00 - 25,000.00 per month
Schedule:
Monday to Friday
Experience:
total work: 2 years (Required)
PHP Development: 2 years (Required)
Education:
Bachelor's (Required)
Programming Languages needed:
PHP (Required)"
Django Developer,"What is the larger purpose and impact of this role?
At MiStay, we are changing the way hotel operations have been managed traditionally. Changing the decade old traditions of rigid full-day hotel booking into flexible stay will be a paradigm shift in the hotel industry. Technology would be the key driver in enabling this change.
As a backend developer, you'll be able to build innovative solutions that would disrupt how hotel room inventory management is being done since decades. You'll get to develop mobile and web experiences with real world impact by solving problems faced by travellers around the world.
What would be my responsibilities?
Take an idea to production - architect, build, test and deploy.
Engage in product discussions and help improve the user experience.
Prototype concepts to facilitate product development.
Participate in code reviews and collaborate with the team to ensure best practices are followed.
Leverage cutting edge technologies to power the solutions.
Assist other teams to enhance their productivity by building internal systems to improve their workflow.
What type of a candidate will succeed in this role?
Atleast 2 years of experience in web development using Python
Have successfully built, deployed, and supported a large-scale web application in the cloud
Strong software design skills and ability to break down problems independently
Prior experience in these technologies will be a plus: Docker, Django, React, Redux, MySQL, Docker, React native, ES6
Proficient in version control systems like Git
Ability to pick up new technologies quickly
Strong understanding of product development stages
Additional Details
MiStay is founded by alumni of IIT Madras and backed by Axilor Capital, Kris Gopalakrishnan (Founder of Infosys) and various industry professionals. Currently operational in 90 Cities in India with around ~1000 hotel partners, MiStay has been featured as ""Top 5 Websites globally for Hourly or Day-use Hotels"" and is one of the fastest growing travel-tech startup in the country. At MiStay, everyone gets the opportunity to participate and contribute to overall growth strategies of the company apart from the core responsibilities, while working in an extremely entrepreneurial environment."
Java Developer,"Job Title : Java Backend Developer
Location : AR (Remote Position)
Mode of Employment : W2
Duration : Longterm
We have an immediate requirement for Java Backend Developer.
Required Skills: Must Have worked on Cloud Technologies, Springboot, Microservices
Job Title : Java Backend Developer
Location : AR (Remote Position)
Mode of Employment : W2
Duration : Longterm
We have an immediate requirement for Java Backend Developer.
Required Skills: Must Have worked on Cloud Technologies, Springboot, Microservices
4+ years of experience with Java 2+ years of experience with deploying micro services onto Cloud Technologies.
2+ Years working on an integrated team for end-to-end development using agile methodologies Data and service layer solution development experience and proficiency with Java, Springboot, Apigee
Experience developing tools to support AI/ML models through the entire process - data source discovery and integration, model training, model risk management, model deployment.
IT EDUCATION:
Bachelors Degree in Computer Science, Information Systems or other related field, or equivalent work experience
If anyone interested or available drop your resumes to kathys@dextroinc.com"
Full Stack Developer,position description mathematica nationally recognized research organization conduct social policy study health care disability education welfare nutrition related topic mission improve public well-being bringing highest standard quality objectivity excellence bear work client seeking junior full stack developer join application development visualization group open candidate zero five year experience role build application web platform used manage clean analyze datasets create data presentation-layers form static report interactive dashboard manage ensure quality large datasets work policy researcher understand requirement web-based product work independently team self-driven learn push new idea teach others gain fluency designated specialty data visualization design ui/ux design qa testing deployment/architecture security position requirement bachelor degree computer science relevant field equivalent experience 0-5 year professional experience software developer similar role understanding web application work intermediate knowledge javascript d3 experience preferable proficiency server side language c java ruby python familiarity relational database strong desire improve society evidence-based research offer employee stimulating team-oriented work environment competitive salary comprehensive benefit package well advantage employee ownership provide generous paid time on-site fitness center various federal agency contract require staff successfully undergo background investigation security clearance condition working project assigned project required obtain requisite security clearance apply please submit cover letter resume salary expectation time application available location cambridge ; washington dc ; woodlawn md ; ann arbor mi equal opportunity employer discriminate employee applicant employment race color sex age national origin religion sexual orientation gender identity status veteran basis disability federal state local protected class
Network Administrator,"Inviting applications for the role of Network Admin
Quick Joiners
Responsibilities :
Ip Address and Subnetting
Routing concepts- Static routing, Dynamic , Routing(Eigrp, Ospf, Bgp)
Good hands on in switching technologies like- vlan, intervlan routing, stp,
Experience on EOL Project(migrating from old switch to new switch)
Core upgrade, password recovery.
Basic Knowledge in Nexus- 7K, 5K, 2K
VPC
Palo Alto
Load Balancing
Role Network Administrator
Industry Type IT-Software, Software Services
Functional Area IT Software Network Administration, Security
Employment Type Full Time, Permanent
Role Category Admin/Maintenance/Security/Datawarehousing
Education
UG : Diploma in Computers, B.Tech/B.E. in Computers
Call or WhatsApp HR 72-528-887-90"
Node js developer,"Job Description
We are looking for a Node.js Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well.
Responsibilities
-Integration of user-facing elements developed by front-end developers with server side logic
-Writing reusable, testable, and efficient code
-Design and implementation of low-latency, high-availability, and performant applications
-Implementation of security and data protection
-Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}}
Skills And Qualifications
-Strong proficiency with JavaScript {{or CoffeeScript}}
-Knowledge of Node.js and frameworks available for it {{such as Express, StrongLoop, etc}}
-Understanding the nature of asynchronous programming and its quirks and workarounds.
-Good understanding of server-side templating languages.
-Good understanding of server-side CSS preprocessors.
-Basic understanding of front-end technologies, such as HTML5, and CSS3.
-User authentication and authorization between multiple systems, servers, and environments.
-Integration of multiple data sources and databases into one system.
-Understanding fundamental design principles behind a scalable application.
-Understanding differences between multiple delivery platforms, such as mobile vs. desktop, and optimizing output to match the specific platform.
-Creating database schemas that represent and support business processes
-Implementing automated testing platforms and unit tests
-Proficient understanding of code versioning tools
Job Types: Full-time, Walk-In
Experience:
* work: 1 year (Preferred)
* 3: 1 year (Preferred)
Education:
* Bachelor's (Preferred)
Work Remotely:
* No"
DevOps Engineer,"About Synaptics
Synaptics is the pioneer and leader of the human interface revolution, bringing innovative and intuitive user experiences to intelligent devices. Synaptics broad portfolio of touch, display, and biometrics products is built on the companys rich R&D and supply chain capabilities. With solutions designed for mobile, PC, and automotive industries, Synaptics combines ease of use, functionality, and aesthetics to enable products that help make our digital lives more productive, secure, and enjoyable. (NASDAQ: SYNA) www.synaptics.com.
Job Responsibilities
Join the fast-paced Synaptics IT Engineering Applications Team. As a DevOps Engineer, you will support the implementation of engineering tools to support Synaptic's global engineering teams. You will partner closely with the hardware design team, software development team, and firmware development team. You will engage with the Synaptics IT team and business user teams during all phases of the implementation to enable the successful deployment of the engineering tools.
 Responsible for providing configuration management support, engineering, deployment, troubleshooting, and administration of Jira, Confluence, Git, Gerrit Git, SVN, and other build and release applications (Jenkins) and tools.
 Maintains the issue tracking system, version control, build/deployment, and will be a primary point of contact for technical escalation and administrative tasks supporting the development community and end-users.
 Manages application servers hosting version control, bug tracking (Jira), portal applications to support collaborative development efforts in an enterprise Red Hat Linux and Windows environment
 Participate in the configuration management support projects and works closely with other team members
 Supports technical activities to automate application and content deployments using tools like Jenkins and in house build tools
 Deploys maintains, and upgrades source code repositories utilizing Git, Gerrit Git, SVN, and Apache
 Develops software configuration management (SCM) processes and documentation and presents to product managers and developers
 Coordinates Architectural Review Checklist Meetings
 Assists build and deployment efforts in an enterprise-wide environment comprising Linux/Apache / IIS web servers, Jira & Confluence, and Tomcat / Jboss J2EE application containers
Required Qualifications
 7 to 10+ years of IT knowledge and hands-on experience in configuration management, release management, structured system development methodologies, or a relevant technical discipline
 Experience with deploying SCM tools like Git, Gerrit, SVN
 Experience administrating Atlassian tools such as Jira, Confluence, and fisheye
 Strong knowledge of version control tools like Git, Gerrit, SVN, and CVS
 ITIL foundations certification or ability to obtain certification within 3-6 months of the start date
 Bachelor's Degree in Engineering, Computer Science, Information Systems, etc.
 Must possess Windows and Linux / Unix experience, preferably with some system administrator experience, and shell scripting
 Strong knowledge of build and deployment tools
 Exceptional customer service and communication skills Open-source software installation, and troubleshooting in a Linux / Windows environment/Docker/AWS
 Knowledge of Perl, Python, PHP, Maven, Git, Gerrit, SVN and JAVA (J2SE) technologies
 Knowledge of automation tools and integration like Jenkins
 Knowledge of CI tools like Jenkins
 Knowledge of Jira, Confluence, Fisheye
 An understanding of the software development lifecycle
 Experience in a web hosting environment or a development environment
 Programming background with one or more of the following: Java(J2SE), Perl, Python, PHP, shell scripting languages
 Preferred professional certification(s): Linux+, Red Hat Certified System Administrator, CM Certifications, Project Management and/or Agile Training"
Software Engineer,"Job Role and Responsibility
In a typical day you will
Develop in Windows user-mode
Develop a test automation framework
Provide accurate engineering estimates
Implement solutions for personalization and dynamic policy configuration using test-driven design with 100% code coverage
Read and review code from other developers to reduce bugs, improve implementations, and expand your knowledge
Participate in the Agile Scrum process and attend stand-up, planning, grooming, review, and retrospective meetings
Work with technical writers and support
Required Skills:
Bachelor or Master of Engineering degree, or equivalent with at least 5+ years of experience in system software design and/or development on Windows
C# and .Net along with C/C++
Experience with Test Automation
A solid understanding of Windows Systems Administration
Highly desirable skills and experience
Strong knowledge of Windows operating system architecture, memory management mechanism, synchronization and file systems.
Knowledge of virtualization is helpful
Familiarity with Windows Profiles
Experience with coded UI platform for automation.
Jenkins knowledge
Python and PowerShell knowledge
Category : Engineering and Technology
Subcategory: Software Engineering
Experience: Manager and Professional
Full Time/ Part Time: Full Time
Remote: No
Posted Date: 2020-08-26
VMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape whats possible today at http://careers.vmware.com.
Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law."
DevOps Engineer,"Expires on
:
November, 30 2020
Job Code
:
VL/RK/0411/D/54
Hyderabad
Experience
:
4-6 Years
Location
:
Hyderabad
We are looking for DevOps Engineer
Responsibilities
Comfortable developing automation over a data platform that process multi-billion records data volumes daily with different delivery teams distributed all over the globe
Requirements
5+ years experience as a senior DevOps engineer
Proven track record of creating highly automated solutions to unlock faster delivery
Have experience and fully understands DevOps applied on data and analytics platforms; Preferably have read and fully understands The DevOps Handbook
Expert on scripting languages (eg. Phyton, PowerShell)
Expert on Azure DevOps pipelines, repositories, etc
Expert on advance monitoring and alerting platforms (e.g. Datadog, StackState)
Understand the complexities and used to navigate the ambiguity of large complex global organizations
Proven knowledge of modern relational database technologies (e.g. Snowflake, SQL Managed Instance, SQL Server Hyperscale)
Proven knowledge of modern data ingestion technologies and ETL frameworks (e.g. WhereScape, Azure Data Factory, Talend)
Comfortable developing automation over a data platform that process multi-billion records data volumes daily with different delivery teams distributed all over the globe"
Flutter Developer,"ONLY WHO ARE FROM KOLKATA AND HAVE EXPERIENCE FOR MORE THAN 1 YEAR SHOULD APPLY. We are currently looking for Android and ios Mobile Application Developers to work in an exciting , high - growth environment based in Kolkata . Android and ios mobile application developer with a minimum of 5 applications developed and published in the Play Store & who can deliver across the entire app life cycle concept, design , build , deploy , test , release to Play Store and support.
Lead the development of Android apps required for international clients.
Should have very good analytical ability to attack problems that are very unusual and extremely difficult , comfortable with ambiguity
Excellent oral and written communication skills
Should have knowledge of server - side technology to architect applications or data to build scalable , high - performing technology solutions
Proficient in writing technical documentation used by the development team during programming stages.
Proficient with the languages , tools , and frameworks core to Android development and ios development, including Android Studio , Java , SQLite , Firebase , Push Notification , React Native or Flutter etc.Should have experience in RESTful APIs and State Management
In-depth knowledge of at least one programming language like Swift and Java.
Experience with third-party libraries and APIs.
Familiarity with OOP design principles.
Excellent analytical skills with a good problem-solving attitude.
Ability to perform in a team environment
Job Type: Full-time
Schedule:
Flexible shift
Monday to Friday
Experience:
Android development: 1 year (Required)
total work: 1 year (Required)
IOS: 1 year (Required)
Location:
Kolkata, West Bengal (Required)"
Machine Learning,"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending companys data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance.
Requirements
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc (depending on specific project requirements). Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills (if you expect that the person in this role will integrate the solution within the base application, list any programming languages and core frameworks currently being used)
Data-oriented personality"
